 	io	voglio	che	Maria	venga	qui	</S>
a31	0.03605361	0.013955772	0.0070025614	0.008630104	0.0037705512	0.62061214	0.30997524
a39	0.0069300043	0.0082173655	0.037342258	0.25469276	0.487345	0.15407746	0.051395085
a31	0.05859915	0.009652129	0.017905787	0.17143197	0.15052903	0.5569001	0.034981873
a37	0.064868845	0.02406787	0.06019411	0.47626978	0.29937133	0.06509094	0.0101372525
a31	0.111256346	0.025380382	0.221539	0.48879272	0.116296805	0.029572299	0.007162526
a11	0.044927906	0.01758377	0.20904209	0.31463343	0.30462122	0.07750947	0.031682137
a20	0.0301926	0.010495281	0.34457415	0.32204303	0.27914155	0.010451184	0.0031022218
a4	0.016379777	0.009662455	0.18027458	0.21272817	0.47685602	0.08151123	0.022587778
a24	0.026071494	0.0254692	0.1190537	0.22570284	0.4233131	0.15307017	0.027319461
a31	0.08427713	0.14615737	0.0893541	0.2185032	0.26778212	0.14990048	0.04402558
a11	0.09761685	0.11295473	0.10601121	0.19267717	0.27697027	0.16777161	0.045998145
a24	0.11272188	0.15959188	0.11474468	0.2126706	0.22071809	0.13954969	0.040003166
a31	0.15715973	0.18899715	0.13228044	0.18737833	0.18177272	0.11815167	0.03425991
a46	0.10730023	0.1398525	0.07990745	0.17334521	0.2505936	0.1985223	0.050478674
a8	0.120286226	0.1278154	0.13308911	0.20077984	0.19626723	0.1602302	0.061532006
</S>	0.17064556	0.14913723	0.14031246	0.16681151	0.16233186	0.14493968	0.06582173
