 	lo	posso	finire	di	scrivere	</S>
a20	0.0057179844	0.0032800226	0.0618151	0.55613595	0.00015186485	0.3728991
a31	0.0048222756	0.028806563	0.5009876	0.46257305	3.2835327e-05	0.002777714
a39	0.13861309	0.8501339	0.0027683766	0.00622364	0.00049174693	0.0017692585
a24	0.0145334015	0.98328257	0.0016543769	0.00028257605	0.0001295981	0.00011731495
a18	0.019426513	0.9717542	0.008458017	0.00018736982	9.8472054e-05	7.54848e-05
a24	0.040277347	0.9237782	0.028442241	0.0063651726	0.00032260246	0.0008144383
a31	0.022499109	0.45673808	0.17670089	0.28694353	0.039166987	0.017951459
a20	0.028053794	0.039299414	0.060892973	0.09606706	0.41416577	0.36152098
a31	0.030754816	0.025607562	0.044413485	0.15238923	0.50322104	0.24361393
a1	0.02380711	0.03353846	0.056552697	0.095436916	0.5214504	0.2692144
a31	0.16659048	0.0553041	0.15982333	0.19776846	0.3109466	0.10956699
</S>	0.036581103	0.044997156	0.06464592	0.18764485	0.41935742	0.24677356
