 	da	da	un	famoso	poeta	</S>
a31	0.007988367	0.00015824934	6.8912705e-05	0.010328806	0.0017141727	0.97974145
a37	0.0045335055	0.023852551	0.020378154	0.4696098	0.20068564	0.28094038
a31	0.0026352112	0.0051000617	0.010136045	0.17782792	0.70400083	0.10029988
a28	0.00037023853	0.003598048	0.100314714	0.10383409	0.76462895	0.027253948
a31	0.0039157965	0.094495654	0.45949382	0.04400659	0.3604999	0.037588205
a20	0.0079967985	0.10241096	0.61517704	0.026363112	0.2423546	0.005697466
a13	0.009544888	0.16458473	0.80127364	0.006839037	0.017370874	0.00038684456
a39	0.010240044	0.1513084	0.63991225	0.11548629	0.08255936	0.0004936756
a31	0.027912712	0.16359171	0.33747357	0.32078367	0.1434937	0.0067446353
a35	0.09378328	0.18513516	0.20148236	0.3804034	0.082002625	0.057193145
a31	0.111058734	0.13157846	0.11649004	0.4585695	0.0652109	0.11709239
a17	0.12279478	0.15821901	0.15477984	0.43304303	0.05195453	0.07920866
a31	0.14842604	0.22020793	0.21865141	0.29498228	0.0721973	0.04553505
</S>	0.08688372	0.1072707	0.11188801	0.45909134	0.095730625	0.13913563
