 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	8.359707e-06	8.301315e-06	1.6098582e-05	8.06792e-05	0.0015114986	0.0028284383	0.00057924836	0.0025323268	0.9714745	0.01672487	0.0005265603	0.003709016
a20	0.00880127	0.040805325	0.099788405	0.66135657	0.043469697	0.037511267	0.037641276	0.011962846	0.00040179287	0.035373796	0.02171963	0.0011681955
a37	0.0009596779	0.0012288558	0.0011978187	0.06911214	0.09260617	0.029600235	0.021033974	0.7076165	0.07042735	0.0033666187	0.0011213814	0.0017292607
a24	6.0578554e-05	0.00020645605	0.002082551	0.027379407	0.2349792	0.16673759	0.14407782	0.42188895	0.0018778035	0.00020053773	0.00018708722	0.00032208132
a31	0.00023689415	0.0008356028	0.021031639	0.041555725	0.17397217	0.3371551	0.2532381	0.15655023	0.0005749349	0.003652451	0.008350822	0.0028463393
a39	0.0008483831	0.006223295	0.050580584	0.2235904	0.43076232	0.13591066	0.06951727	0.0779613	0.00086882827	0.0022554698	0.0013820097	9.958444e-05
a31	0.00059290545	0.0023687105	0.045934618	0.07871076	0.17087169	0.27436936	0.30654034	0.10022809	0.00044750498	0.005368352	0.011572121	0.0029955702
a24	0.0012850006	0.009164129	0.04827552	0.2272757	0.4279959	0.118901856	0.08656476	0.07274497	0.0009647892	0.0039964085	0.0025610647	0.00026992804
a31	0.0009674982	0.005581401	0.06306051	0.12978005	0.12508018	0.18225701	0.33261263	0.086528204	0.00054292957	0.023164267	0.04140787	0.009017486
a28	0.0013397267	0.010532	0.043669086	0.20407853	0.39374396	0.13159145	0.13886057	0.06253566	0.00091801357	0.0068199737	0.0050766976	0.0008343357
a24	0.0013970244	0.008708226	0.0837988	0.19582723	0.16349436	0.13642915	0.27106366	0.07299797	0.00058709685	0.01998964	0.036367353	0.009339481
a8	0.010914074	0.032419067	0.08686339	0.14652616	0.086368114	0.10754324	0.18936376	0.07558232	0.0006260833	0.100949906	0.13416816	0.02867572
a31	0.0010023199	0.004312706	0.06149109	0.12561828	0.20146202	0.234383	0.21207115	0.0843984	0.00030703747	0.016044308	0.040918093	0.01799168
a46	0.026070748	0.06996603	0.037890125	0.1257887	0.15545516	0.13691005	0.23228319	0.12357049	0.015800377	0.055708848	0.019247836	0.0013084658
a8	0.039192177	0.06446138	0.08195381	0.12789051	0.07340983	0.10179065	0.20382851	0.0812565	0.002200782	0.10289	0.09845548	0.022670366
a28	0.0006143693	0.0021161053	0.050719347	0.07715257	0.18735072	0.26679608	0.25694162	0.12065441	0.00041236423	0.0070711826	0.020065008	0.010106211
a31	0.033033155	0.042494446	0.046090614	0.07322438	0.07275397	0.18076603	0.25133	0.12646611	0.007336722	0.08600141	0.06951574	0.010987413
a39	0.050471935	0.083976135	0.036440417	0.119901545	0.15251166	0.13292512	0.23238887	0.09619504	0.021982327	0.049207866	0.022391532	0.0016075551
a33	0.04329996	0.050032154	0.058048386	0.06954217	0.044864956	0.101034954	0.19233428	0.14719439	0.0072678523	0.13464282	0.12143635	0.030301731
