 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.0016191443	0.00829423	0.0102197705	0.017707422	0.07832218	0.86771053	0.00595062	0.003097185	0.0025984584	0.0044803834
a39	0.0899318	0.018564884	0.02833524	0.009023149	0.065499574	0.5411043	0.19009045	0.051847495	0.0011950304	0.0044081295
a31	0.017663416	0.051696327	0.027802926	0.016432935	0.04134308	0.6069061	0.040701922	0.091884814	0.09790158	0.0076669725
a14	0.012273296	0.023170745	0.02931014	0.011647369	0.05374715	0.28389502	0.22630693	0.31966802	0.038807437	0.0011739266
a41	0.041111074	0.051864203	0.046703182	0.038073998	0.16172877	0.13607244	0.0668732	0.3633505	0.092177704	0.0020448428
a33	0.0170138	0.017137332	0.01781574	0.009492318	0.11016181	0.07212727	0.100780495	0.58151627	0.06575716	0.008197683
a20	0.0094349	0.010795752	0.014518077	0.0047379266	0.10586605	0.12148627	0.19185302	0.45618242	0.07436002	0.010765597
a31	0.053961445	0.06531042	0.10562378	0.017873479	0.031083705	0.31325004	0.2066775	0.15270635	0.05013468	0.0033785782
a10	0.1392959	0.12334155	0.12895402	0.107785195	0.058127675	0.17459695	0.0945249	0.09783097	0.064611286	0.010931474
a31	0.078423865	0.0909587	0.11923798	0.047602966	0.03579067	0.1892386	0.17067482	0.14369574	0.04497915	0.0793975
a46	0.11709372	0.1273824	0.12518813	0.09890813	0.059011534	0.13432263	0.096473664	0.10304611	0.07018307	0.06839063
a31	0.10144307	0.104469754	0.117943645	0.07000589	0.024557982	0.10587534	0.12599775	0.114795364	0.04440443	0.19050674
a39	0.10315774	0.13067448	0.13796028	0.091935895	0.034510832	0.094801985	0.1083406	0.08275766	0.044768307	0.17109218
a28	0.121268705	0.121364266	0.14039966	0.10130988	0.018249495	0.07335536	0.08786523	0.06644115	0.03604194	0.23370428
a21	0.13166483	0.15707922	0.16002342	0.07849764	0.03696604	0.07294796	0.097510755	0.067744866	0.037170015	0.16039531
a24	0.11765999	0.14216428	0.14226437	0.06545818	0.051078938	0.08514914	0.1309324	0.08643035	0.034428176	0.14443417
a46	0.1062206	0.1381562	0.13938698	0.069938615	0.046888605	0.084561676	0.12461582	0.0847805	0.041075993	0.16437496
a20	0.097643636	0.13673985	0.14362694	0.06828323	0.046226457	0.10124788	0.12478169	0.08415883	0.04397762	0.15331382
a31	0.07353046	0.11626539	0.13726717	0.06421054	0.036448292	0.13810807	0.1637111	0.123959005	0.050474077	0.0960259
a14	0.06974699	0.10586775	0.15124357	0.092400625	0.015544501	0.14977434	0.13622914	0.12033559	0.07448599	0.08437149
a17	0.08885413	0.121866874	0.1295214	0.06496951	0.033635415	0.08752564	0.1480965	0.12236811	0.049937613	0.15322484
a31	0.089667626	0.120765515	0.12591755	0.066062815	0.03967488	0.09162961	0.15463242	0.11734994	0.04387607	0.15042359
a11	0.07653281	0.1159405	0.16244543	0.09067182	0.012947839	0.1233686	0.118236914	0.11065146	0.073750265	0.11545435
a18	0.12020019	0.1566875	0.15686093	0.079282776	0.029815426	0.06004003	0.11954536	0.09728057	0.037938558	0.14234866
a6	0.10988012	0.1462245	0.14663255	0.07466566	0.03447002	0.06933926	0.12854056	0.10015925	0.040250454	0.14983752
a8	0.112913	0.15034169	0.14849298	0.075601734	0.037980877	0.07063436	0.13260473	0.09742216	0.0348012	0.13920733
a31	0.13809055	0.15889396	0.1618086	0.045048125	0.06257917	0.0960388	0.14961053	0.083192535	0.020002343	0.08473536
a24	0.089772314	0.15169065	0.19556233	0.092958614	0.015000312	0.10251185	0.092963755	0.09059694	0.07401334	0.094929926
a37	0.11168004	0.14561017	0.14291453	0.07404627	0.032929543	0.06174643	0.13271393	0.107665405	0.03888309	0.15181056
a38	0.08101518	0.115787774	0.12772368	0.0634789	0.03574535	0.104156986	0.15758899	0.12650053	0.049763616	0.138239
a31	0.09760228	0.1292103	0.13323662	0.06259915	0.046339083	0.09786269	0.17162305	0.1151647	0.029990753	0.11637142
a11	0.08192206	0.13007852	0.16743846	0.099175625	0.016646016	0.11928096	0.10685466	0.10567142	0.080517486	0.0924147
a31	0.096263014	0.13037609	0.134736	0.06733431	0.031344853	0.075156406	0.14374286	0.12210123	0.04625688	0.15268841
a8	0.07032857	0.099860445	0.14765258	0.09276221	0.010054249	0.107935764	0.13885632	0.111278564	0.056443915	0.16482742
a10	0.12556988	0.15697388	0.15515277	0.074160665	0.030852385	0.0650007	0.10908597	0.1078842	0.036929484	0.13839005
a18	0.11327765	0.15439987	0.16444749	0.07776117	0.025812553	0.06806048	0.1173591	0.1025207	0.0440346	0.13232642
a31	0.11212565	0.14761117	0.14628713	0.075085014	0.03443877	0.06608409	0.1303166	0.10173313	0.038413074	0.1479054
a11	0.08082971	0.13163297	0.17352533	0.08306199	0.01522847	0.11225156	0.113732114	0.11121031	0.07240127	0.10612632
a10	0.11755176	0.15398458	0.15381815	0.077257924	0.029889215	0.060210437	0.124410674	0.10288955	0.03815	0.14183776
a1	0.105073735	0.14386113	0.14835306	0.071992844	0.03148742	0.07434519	0.13752168	0.11177278	0.040339366	0.13525282
a41	0.111051865	0.15021735	0.1499497	0.074847504	0.03519801	0.07074656	0.13496998	0.10268738	0.035568994	0.13476264
a31	0.13085005	0.17256631	0.16916597	0.08519026	0.032310285	0.057532884	0.113736115	0.08590035	0.030324293	0.122423396
a8	0.0931227	0.15975699	0.1994509	0.07908197	0.01990453	0.09443991	0.104707666	0.09526143	0.061766267	0.0925077
a31	0.17529856	0.20985612	0.20060009	0.09998484	0.03575372	0.044589598	0.07197834	0.052243594	0.022077998	0.087617144
a37	0.11627666	0.17629145	0.23238893	0.10436619	0.012915624	0.07410629	0.0790163	0.07509261	0.04702843	0.08251747
a8	0.1425552	0.17646416	0.18451041	0.10143443	0.024041284	0.050948627	0.09648767	0.08286278	0.031078225	0.109617166
a39	0.1738714	0.20626523	0.1979423	0.10861228	0.032783322	0.041205782	0.06904778	0.05219132	0.023705812	0.09437478
a31	0.1585441	0.18768382	0.18923306	0.11436614	0.02682043	0.04399404	0.08066055	0.06372723	0.026769683	0.10820103
a39	0.11053502	0.17170753	0.22199127	0.09466037	0.014108975	0.077958226	0.08590434	0.08112993	0.05163704	0.09036726
a35	0.14681499	0.17989452	0.17970625	0.09924908	0.026548313	0.046303064	0.09476213	0.077517614	0.030128255	0.11907573
a31	0.15173581	0.18606775	0.18061844	0.099618256	0.02967647	0.044732552	0.088236004	0.06825559	0.029274952	0.12178415
a41	0.105755076	0.16634434	0.21367595	0.08960367	0.01445563	0.081741765	0.09100361	0.08671443	0.055004574	0.095700964
a13	0.14760834	0.18039292	0.18128246	0.1006565	0.02611716	0.046444103	0.09457823	0.07785152	0.029479299	0.115589395
a35	0.15615208	0.189472	0.18314727	0.102658935	0.029756198	0.042997267	0.08407208	0.06492115	0.028385112	0.11843791
a31	0.14849168	0.18626344	0.18064122	0.096635155	0.030750664	0.047621295	0.09279637	0.07009556	0.028300216	0.11840438
a20	0.10487982	0.16715372	0.20864248	0.08524522	0.017673677	0.083049886	0.09560971	0.08819377	0.054631498	0.09492014
</S>	0.1447441	0.1791614	0.1799944	0.09780901	0.026422426	0.047876235	0.09703507	0.07934696	0.030196775	0.11741357
