 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	0.39609763	0.027353082	0.002247733	0.020214535	0.0749492	0.13857354	0.0690625	0.27150172
a31	0.257376	0.26457503	0.2414455	0.044041835	0.0978629	0.059955813	0.0027342325	0.03200868
a8	0.08481603	0.026736926	0.027830176	0.3266993	0.2566444	0.20918277	0.024698	0.043392416
a31	0.17495736	0.17155801	0.040380087	0.0117130205	0.07876176	0.40377063	0.071724	0.04713519
a46	0.24676658	0.2770632	0.05644168	0.026501104	0.19261356	0.15323547	0.04144638	0.005932044
a31	0.16953515	0.17977901	0.0146562625	0.0075611505	0.0650878	0.3332284	0.16644134	0.063710906
a20	0.37730306	0.32752284	0.061396398	0.029167444	0.08574048	0.07878899	0.037255738	0.0028250501
a31	0.19539149	0.17967722	0.05037344	0.026090264	0.07577238	0.21737047	0.1659114	0.08941341
a13	0.24182779	0.25483906	0.14886391	0.06774984	0.06983729	0.1219531	0.076718524	0.018210467
a17	0.14510843	0.13277148	0.10193835	0.061059125	0.06678143	0.16066146	0.17874877	0.152931
a8	0.12322765	0.11338565	0.06415858	0.06229539	0.109744444	0.22475575	0.20326844	0.09916419
a31	0.1537346	0.096520044	0.0077105244	0.006958582	0.053262986	0.32249257	0.22708715	0.13223359
a8	0.08005896	0.09884171	0.16355501	0.14897534	0.08768222	0.14975652	0.1680729	0.10305728
a20	0.27518472	0.20896693	0.025303464	0.0082731135	0.03258425	0.14258054	0.111344695	0.19576223
a31	0.09556848	0.08439698	0.096438065	0.073045485	0.078336924	0.15706499	0.18400201	0.23114707
a28	0.061591677	0.07206966	0.14222474	0.13330537	0.0987216	0.13980758	0.19749904	0.15478034
a31	0.101829275	0.0909698	0.09404242	0.07061046	0.07027349	0.14668003	0.18505031	0.2405441
a38	0.056614637	0.056325015	0.123890035	0.12743786	0.10170915	0.12523642	0.20980075	0.19898613
a31	0.16479395	0.12931323	0.10293618	0.06550151	0.048645224	0.1117057	0.13939995	0.2377042
a17	0.07568166	0.058640413	0.14414078	0.13830906	0.083871886	0.079561874	0.16211408	0.2576802
a3	0.15415148	0.11134799	0.14997205	0.10472653	0.060420725	0.08422801	0.118234426	0.21691875
a10	0.19458674	0.1417682	0.1547642	0.11468745	0.066229686	0.0742513	0.09650268	0.15720978
a20	0.1457793	0.11343022	0.12043441	0.09715367	0.07852722	0.102288	0.13579367	0.20659356
a35	0.1718897	0.13135098	0.13865253	0.113042586	0.08371357	0.09410679	0.10952159	0.15772222
a37	0.19047956	0.14483736	0.15208095	0.12431013	0.08614736	0.08858596	0.09233646	0.12122221
a23	0.19536024	0.14795333	0.16339095	0.12806515	0.07670098	0.07691325	0.08704565	0.12457043
a20	0.24479915	0.18178609	0.19103052	0.14668931	0.070078634	0.056692116	0.050360348	0.058563836
a31	0.22086248	0.17580569	0.19586971	0.15080744	0.063588984	0.04901822	0.055764228	0.08828321
a0	0.19448814	0.15812317	0.17538495	0.13356054	0.06650898	0.0635875	0.08388189	0.1244648
a31	0.24499394	0.1919359	0.20780748	0.16155411	0.06339366	0.04082796	0.038694307	0.05079271
a13	0.1896797	0.16686036	0.18610358	0.1483314	0.07402548	0.05967341	0.07138322	0.10394284
a31	0.23552844	0.19097298	0.20618132	0.16345319	0.065029964	0.040401366	0.039837793	0.05859491
a39	0.18585815	0.16684161	0.181839	0.14957012	0.08031438	0.06129033	0.07367785	0.10060854
a17	0.22731526	0.18990946	0.20304713	0.16470754	0.068408035	0.041104343	0.041670334	0.06383789
</S>	0.22908224	0.19345486	0.2096683	0.17071289	0.06987653	0.03943204	0.035998665	0.051774442
