 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.00037710567	0.00016319778	5.484231e-05	0.009931835	0.10772771	0.12900008	0.066731766	0.04432628	0.17869146	0.029738003	0.43278015	0.00015928646	0.00031826453
a31	0.10436092	0.15958735	0.46535337	0.011598811	0.06342451	0.014007871	0.012103649	0.0039062132	0.03653588	0.016457649	0.09161516	0.008564653	0.012483907
a23	0.016324414	0.012143921	0.017688604	0.009657222	0.072777614	0.051936403	0.034774337	0.1164257	0.10876568	0.124871045	0.19229606	0.16571914	0.076619856
a31	0.076350555	0.12463107	0.111893445	0.006499552	0.018951908	0.002924224	0.0084441425	0.06760595	0.08665648	0.21069507	0.0764062	0.15158786	0.05735356
a39	0.12548894	0.35772103	0.1462733	0.013334393	0.014721492	0.0043316744	0.023669578	0.07256324	0.06703179	0.062119864	0.01728598	0.08638787	0.009070859
a8	0.04171374	0.08450284	0.016891142	0.009645296	0.0073702196	0.002888202	0.007933951	0.06892949	0.05666326	0.1393308	0.18096793	0.3054523	0.07771088
a31	0.020980317	0.043030303	0.009932049	0.008430282	0.009795725	0.005600829	0.010447801	0.12733516	0.0895778	0.23382849	0.17757918	0.2107868	0.052675243
a13	0.27260646	0.4047332	0.16999674	0.048942067	0.0475389	0.006846212	0.008015758	0.0048032464	0.004987232	0.005726184	0.008478892	0.016312504	0.0010125859
a31	0.19360892	0.25452182	0.061754614	0.0439323	0.016034426	0.006705276	0.015358253	0.017545665	0.022898749	0.028516985	0.08752976	0.13729452	0.11429869
a46	0.2371795	0.3100723	0.18315582	0.11554555	0.06796097	0.014559368	0.0071261046	0.004719145	0.0054864557	0.006919892	0.015303773	0.027686909	0.0042842645
a35	0.25564492	0.2858313	0.11293096	0.039807294	0.019601265	0.008389512	0.009840799	0.0059149247	0.0081592025	0.00795487	0.043451324	0.073815145	0.12865844
a24	0.1489578	0.15900268	0.06100741	0.04570909	0.013520475	0.01332638	0.02456268	0.022077305	0.031019885	0.03314424	0.08173883	0.19898835	0.16694483
a18	0.11272002	0.09236089	0.052669227	0.05865241	0.012520541	0.019158265	0.05216365	0.039028477	0.04524749	0.0498453	0.06616895	0.23156367	0.1679011
a17	0.11518382	0.12826079	0.038728617	0.02825696	0.011738187	0.014041243	0.04710286	0.038166817	0.053329453	0.056278802	0.07755084	0.2804221	0.1109395
