 	credo	che	stanno	ancora	svegli	</S>
a31	0.13153352	0.021990934	0.011234345	0.004826029	0.3420141	0.48840114
a20	0.012206123	0.0324283	0.048609152	0.20482986	0.3861291	0.31579745
a21	0.124744594	0.012647066	0.021813205	0.0550071	0.49474487	0.2910432
a31	0.1283819	0.006836686	0.026995001	0.108305916	0.42899922	0.30048132
a37	0.011581108	0.009159528	0.08217054	0.22813287	0.62938946	0.039566517
a31	0.030194188	0.029077563	0.1382622	0.14079677	0.036798347	0.62487096
a13	0.005480898	0.047573954	0.3905287	0.26919523	0.1851714	0.10204985
a31	0.0060582655	0.008594378	0.047880124	0.10702432	0.024356786	0.8060861
a20	0.01884224	0.022693146	0.18063529	0.27795702	0.12005486	0.3798175
a31	0.01232472	0.006067142	0.042631924	0.17053403	0.095048	0.67339414
a39	0.056956697	0.02176819	0.18209343	0.35538647	0.1622058	0.2215894
a18	0.027660651	0.011902281	0.070027344	0.2715838	0.11895818	0.49986783
a33	0.23015092	0.06718655	0.17329283	0.25387684	0.10966946	0.16582336
a39	0.17855677	0.057763495	0.17876463	0.2513999	0.10394623	0.22956899
a31	0.42842475	0.08996283	0.110408455	0.14373553	0.08569378	0.14177456
a39	0.47096294	0.050123964	0.049322683	0.1443579	0.094526984	0.19070551
a33	0.4331066	0.100632094	0.11903608	0.14672887	0.08677759	0.11371876
a8	0.34176084	0.08868943	0.15234923	0.19168851	0.10119923	0.12431276
a31	0.3787965	0.091068566	0.13508002	0.17059015	0.09921799	0.12524687
a7	0.5088903	0.048301738	0.056390587	0.13989826	0.086311206	0.16020794
a31	0.427314	0.079587944	0.09462865	0.12878568	0.0830091	0.18667467
a3	0.47086933	0.035936527	0.0355331	0.13585243	0.105232015	0.21657665
a31	0.444067	0.092849754	0.107144326	0.14059968	0.084134325	0.13120489
a13	0.3471261	0.045347042	0.04886137	0.13547915	0.15686598	0.2663204
a20	0.4538401	0.09151831	0.10007743	0.14760667	0.08483747	0.12212006
a7	0.44797856	0.09994609	0.115080036	0.14584291	0.08259849	0.108554
a35	0.44288018	0.09752214	0.11242257	0.1399909	0.08396406	0.12322007
a31	0.42428315	0.09315323	0.10993817	0.13755816	0.086879045	0.14818819
a20	0.4984799	0.04993999	0.06026981	0.13846327	0.08472198	0.16812511
a31	0.44500774	0.1014754	0.117749006	0.15069148	0.08271699	0.102359295
</S>	0.31560376	0.060231503	0.061915588	0.1680083	0.19133575	0.20290501
