 	voglio	che	Maria	viene	domani	</S>
a33	0.37248442	0.005470169	0.0141427275	0.08279007	0.12411927	0.40099332
a31	0.25843903	0.21688905	0.4747831	0.003783027	0.010201887	0.035903897
a11	0.009832603	0.07841227	0.8536981	0.023653798	0.027257193	0.007145956
a31	0.014308584	0.4506391	0.5183081	0.0125154955	0.0032342966	0.0009944674
a18	0.02758465	0.35387436	0.5567432	0.040893007	0.020009706	0.0008950195
a31	0.020686427	0.38366863	0.583438	0.0052709077	0.0061224992	0.0008135726
a42	0.06981536	0.4574023	0.41497922	0.042074244	0.01269116	0.0030376252
a37	0.08496937	0.13888797	0.2540072	0.20996013	0.24489398	0.067281336
a31	0.067138426	0.05746719	0.13840911	0.28250703	0.21781497	0.23666331
a20	0.08129282	0.06993885	0.07211795	0.2467997	0.1866616	0.34318903
a31	0.18109135	0.14101121	0.19148156	0.12085716	0.13344538	0.23211335
a8	0.10403972	0.08923311	0.13978302	0.18524423	0.175369	0.3063309
</S>	0.15827857	0.16736788	0.23946144	0.1154678	0.13829654	0.1811277
