 	dovevo	comprare	il	pane	ogni	giorno	</S>
a30	0.01841323	0.020940594	0.025485272	0.9301563	0.004619064	0.00013280778	0.00025270574
a41	0.0049610347	0.017967122	0.22946934	0.6403229	0.105001226	0.0012403758	0.0010379722
a31	0.06061717	0.031547863	0.09217654	0.6085857	0.05438678	0.009704177	0.14298184
a24	0.00055898057	0.001926991	0.060813922	0.18699726	0.5708936	0.14750426	0.031304922
a37	0.0012091838	0.013371909	0.37972698	0.28709862	0.24348852	0.020591963	0.054512843
a31	0.0029323692	0.024356967	0.27299526	0.0521965	0.38844436	0.12658645	0.13248813
a17	0.011054093	0.02434185	0.20588239	0.07536903	0.4373286	0.22530067	0.020723283
a5	0.0014963545	0.012455483	0.17604399	0.05707479	0.5471439	0.105703935	0.10008153
a17	0.007403386	0.03689815	0.15254761	0.10036292	0.3927093	0.15281759	0.15726097
a20	0.005565245	0.03651415	0.1286976	0.09316785	0.396443	0.19085468	0.14875747
a5	0.013088104	0.060064316	0.10672939	0.122735634	0.39554536	0.20686814	0.094969094
a20	0.040795095	0.07264388	0.09010104	0.102600336	0.30047634	0.18669459	0.20668873
a37	0.034455787	0.06844018	0.079705775	0.099097095	0.3080127	0.21684961	0.19343886
a39	0.036078926	0.0643001	0.070100084	0.09385171	0.29686165	0.23029827	0.20850924
a35	0.04972687	0.06833983	0.06629348	0.085233316	0.26874146	0.21933076	0.24233428
a7	0.069632635	0.07465534	0.06526724	0.07752821	0.24850608	0.22468217	0.23972829
a24	0.05733654	0.06888933	0.061642203	0.08298394	0.2622657	0.22430207	0.24258018
a37	0.0653592	0.082715586	0.069890924	0.08402121	0.21428168	0.14382651	0.33990484
a17	0.08599636	0.091478765	0.06355177	0.07897854	0.21880376	0.16497032	0.2962205
a31	0.18370071	0.12277715	0.0639261	0.06423777	0.15933976	0.146193	0.25982556
a20	0.21225584	0.12907627	0.056409903	0.08062257	0.17982028	0.13748147	0.20433362
</S>	0.3250533	0.18909991	0.06810733	0.053923804	0.09101938	0.10511333	0.16768284
