 	l	ho	sentito	che	veniva	</S>
a41	3.634001e-05	4.971488e-05	2.8940056e-07	5.416223e-06	0.99761117	0.0022970627
a31	7.841877e-05	0.00029467104	9.1069014e-05	0.008127485	0.9905654	0.00084300886
a24	0.016372161	0.1514424	0.10522928	0.33979493	0.27990434	0.107256815
a15	0.0009789139	0.009053085	0.15141574	0.8217698	0.014580907	0.0022014729
a28	0.0008242042	0.014393163	0.27600265	0.6994247	0.00861924	0.0007360964
a0	0.0028771572	0.004086255	0.044196714	0.91216654	0.032685477	0.003987891
a31	0.002603845	0.0009932612	0.012918364	0.8227035	0.15182418	0.008956862
a11	0.060987405	0.015049158	0.092251815	0.48865616	0.26006642	0.08298899
a31	0.043354083	0.012110065	0.08274102	0.39513758	0.1799587	0.28669855
a39	0.04763039	0.03374184	0.14258426	0.38056135	0.2446716	0.15081055
a20	0.037353907	0.023734985	0.16458918	0.45869848	0.120497815	0.19512558
</S>	0.060761154	0.10428814	0.20240068	0.30732247	0.22827989	0.09694764
