 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.0005815025	0.003583119	0.91027904	0.0023547933	0.07312146	0.0023148898	0.007765287
a20	0.08989857	0.8402151	0.026651451	0.00965248	0.0054495023	0.0062569603	0.021876
a35	0.011166267	0.90122473	0.0065386	0.021850318	0.024942487	0.00398092	0.030296698
a20	0.008341079	0.71418077	0.0067258016	0.17198794	0.047053155	0.03467557	0.01703564
a38	0.09051905	0.3556563	0.016155206	0.27543074	0.14571126	0.108939596	0.0075878403
a31	0.08081981	0.10581499	0.029940026	0.32520908	0.16092017	0.20919445	0.0881015
a18	0.25483063	0.19915621	0.10317791	0.23599376	0.09153967	0.076264	0.03903782
a23	0.10132139	0.076935105	0.0776664	0.30647546	0.1641747	0.15969215	0.11373481
a24	0.10842708	0.083925575	0.06215728	0.26362774	0.18543574	0.16309182	0.13333477
a37	0.08550914	0.06353894	0.08475151	0.18838842	0.18339789	0.19536908	0.19904502
a20	0.07448625	0.053473186	0.10584571	0.26106682	0.20650432	0.18480024	0.113823466
a31	0.07707493	0.054128952	0.106898196	0.26981133	0.21168163	0.1838147	0.09659031
a20	0.10234572	0.051704004	0.1859303	0.20880677	0.11068723	0.18910195	0.15142402
a33	0.17038009	0.0737673	0.09584401	0.08232995	0.064905256	0.14269744	0.37007603
a31	0.22600628	0.1204374	0.085960835	0.12187335	0.08653991	0.11465878	0.24452351
a20	0.37516302	0.0957367	0.13872391	0.017774517	0.0070842523	0.02860934	0.33690834
a31	0.28049836	0.10550798	0.07802481	0.008479385	0.004735286	0.0153331105	0.50742114
a20	0.47070384	0.08935009	0.06331895	0.0026704813	0.0016597232	0.00486114	0.36743575
a31	0.39291337	0.1046556	0.04555404	0.0025692333	0.0018761166	0.0040732613	0.4483584
</S>	0.5202577	0.0820432	0.04988621	0.001734165	0.0011652075	0.003055612	0.3418578
