 	le	melanzane	vogliono	girate	</S>
a31	0.033037085	0.7490856	0.027260834	0.0038621596	0.18675436
a35	0.20728397	0.6061785	0.15882482	0.017326286	0.010386401
a41	0.12415339	0.78686553	0.04948178	0.020877337	0.018621987
a10	0.12536812	0.4460176	0.09103536	0.3323758	0.005203163
a18	0.24508974	0.19354147	0.052431338	0.5068024	0.002135076
a35	0.21780807	0.3789851	0.18329073	0.17989032	0.040025733
a31	0.1841191	0.39548206	0.2757026	0.098864764	0.04583148
a34	0.14726509	0.2682993	0.45977905	0.092095	0.0325615
a8	0.10567748	0.13421099	0.33070117	0.06611122	0.3632991
a31	0.24490371	0.26538655	0.1615165	0.075787075	0.25240612
a8	0.14366883	0.16922256	0.33119154	0.02350533	0.3324117
</S>	0.2753745	0.28919116	0.1593335	0.058563553	0.2175373
