 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.0007531796	0.0003913691	4.967848e-05	1.3642775e-06	0.013226186	0.93337905	0.036024164	5.6594017e-06	0.0161694
a24	0.000153543	0.0015438766	0.020446343	0.036939185	0.23479313	0.22838289	0.44816634	0.001475517	0.028099196
a28	5.355329e-06	1.2151226e-05	0.00042008376	0.14634006	0.8521702	0.00086533936	6.723282e-05	7.468305e-06	0.00011200369
a31	7.919464e-07	5.4018956e-06	0.0019451621	0.723652	0.27398607	0.00031454128	3.6861325e-05	3.0558165e-06	5.6139528e-05
a8	2.0094658e-05	0.0005816659	0.00839903	0.56044877	0.42552567	0.004703931	0.000104852494	4.699882e-05	0.00016904697
a0	5.9156596e-06	0.00038894423	0.039686073	0.53723246	0.3252866	0.017926713	0.07129643	0.0022240297	0.0059528905
a31	0.0024342812	0.0090228105	0.13429809	0.15010323	0.12496083	0.05460821	0.37799698	0.07329805	0.073277496
a39	0.012753626	0.030300274	0.22179756	0.19328634	0.44699946	0.017564273	0.043431297	0.0046617626	0.029205484
a31	0.0057199616	0.008999295	0.14274208	0.10225765	0.05752975	0.040064305	0.3210772	0.14278947	0.17882027
a8	0.052566975	0.052001543	0.32432446	0.13090353	0.19654584	0.019421034	0.069280624	0.017053796	0.13790219
a31	0.0053233723	0.0071789045	0.17593552	0.10053552	0.04435114	0.042330563	0.27064717	0.12240627	0.23129155
a24	0.08895592	0.078858696	0.2665797	0.04029944	0.024995873	0.036725197	0.09108317	0.048014123	0.32448795
a46	0.04348756	0.028754763	0.31095776	0.062021207	0.019624123	0.029446602	0.17765722	0.13470668	0.19334415
a31	0.09957277	0.05897579	0.18165752	0.04616665	0.0459176	0.08817924	0.1651558	0.14308237	0.17129225
a1	0.03057476	0.03269175	0.13337629	0.01961519	0.014604323	0.045222692	0.19304983	0.27622694	0.25463822
a31	0.14915076	0.0898686	0.19626749	0.03720915	0.033767708	0.082483165	0.14731808	0.1485585	0.11537662
</S>	0.045944665	0.048848458	0.21032324	0.041829504	0.012425396	0.047072176	0.21759395	0.17799109	0.19797158
