 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
a8	0.0014400883	9.000063e-05	3.161058e-05	3.2000007e-05	0.1789309	0.15906796	0.004459146	0.03003989	0.55113435	0.074774094
a31	0.14122836	0.057865784	0.020277265	0.005313358	0.0052881576	0.052444164	0.085454375	0.23772326	0.30227116	0.09213406
a7	0.006049456	0.008986917	0.017890047	0.011760496	0.8466144	0.02352245	0.008375782	0.02402249	0.035313416	0.017464396
a24	0.01813589	0.016230479	0.015786665	0.0036683977	0.89572376	0.0050042407	0.015648538	0.008368107	0.016297065	0.005136821
a38	0.0062769833	0.0093202675	0.0038936222	0.008490289	0.8432415	0.009585927	0.031816196	0.027372742	0.024525888	0.03547651
a31	0.009105893	0.014438047	0.0043229256	0.016967813	0.69516003	0.020068942	0.052374214	0.06370839	0.063617565	0.06023621
a10	0.07917023	0.10012159	0.060879666	0.058552817	0.16855647	0.14270265	0.08612718	0.11704127	0.18440486	0.002443282
a11	0.05882122	0.07906252	0.02587444	0.06644526	0.20596477	0.102976635	0.110234685	0.17377119	0.12500714	0.051842164
a31	0.06290634	0.0736532	0.028333837	0.08258244	0.18686214	0.11083724	0.08714778	0.17256989	0.095862746	0.099244386
a20	0.06786254	0.078009255	0.09174764	0.07099871	0.0996755	0.22827876	0.08083616	0.15550224	0.118478715	0.008610477
a10	0.0750406	0.074630655	0.06027842	0.06503048	0.03534702	0.1338892	0.09171782	0.2371314	0.1412257	0.0857087
a31	0.075780824	0.07328781	0.053565864	0.056772377	0.058497485	0.13400581	0.086821355	0.20990711	0.12319813	0.12816322
a21	0.05386886	0.05250459	0.08420044	0.055694085	0.027346728	0.21387628	0.07345032	0.23869273	0.17104277	0.029323203
a31	0.081432775	0.06978559	0.04659837	0.03735553	0.028297968	0.092501506	0.08671615	0.22327556	0.15892725	0.17510931
a20	0.059419453	0.046883326	0.07998018	0.037865162	0.007910913	0.1181485	0.06854756	0.28275505	0.23452307	0.06396676
a13	0.116572075	0.06583201	0.065045066	0.02121652	0.0055275173	0.046391986	0.0689778	0.21177636	0.18884954	0.20981112
a31	0.09965933	0.07211374	0.06279935	0.040901665	0.024505254	0.116399385	0.06281552	0.17907314	0.13820107	0.20353161
a41	0.06567445	0.0474788	0.08508068	0.04463761	0.0065783355	0.13673717	0.051692706	0.25060415	0.19723305	0.114283055
a35	0.14404842	0.08892866	0.08147193	0.0420183	0.013244058	0.0973378	0.0552611	0.16541778	0.12561539	0.18665658
a31	0.112453334	0.07932267	0.07150805	0.049599677	0.028825756	0.15116931	0.054852225	0.14779033	0.115464896	0.18901373
a24	0.10435528	0.07323822	0.08940992	0.051923465	0.007935809	0.14172935	0.04481276	0.19654591	0.13963029	0.15041901
a37	0.17172326	0.116919845	0.10772107	0.06621835	0.013815674	0.14606802	0.039210856	0.13847153	0.08303155	0.11681976
a27	0.13697703	0.090524726	0.080818996	0.0502076	0.021022141	0.14110537	0.045744892	0.15536578	0.11581756	0.16241594
a20	0.16747878	0.11537013	0.1042163	0.070250474	0.019180078	0.16777997	0.038976226	0.12341058	0.07774714	0.11559039
a31	0.14995663	0.111471884	0.100260854	0.07194119	0.017877547	0.18807052	0.03469982	0.14196686	0.080194384	0.10356035
a37	0.122571744	0.10204051	0.08923044	0.06517899	0.016050491	0.18397988	0.037112307	0.19373122	0.09890954	0.091194846
a31	0.15733282	0.12230327	0.112759404	0.083834365	0.014824566	0.19993974	0.034320023	0.12604463	0.06505607	0.08358513
</S>	0.10507621	0.09356765	0.08779194	0.066498645	0.009596425	0.20885542	0.03792001	0.20291863	0.100426905	0.087348156
