 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.0011230591	0.0007382944	0.005235069	0.0065323887	0.0071907896	0.031864524	0.094948076	0.85236776
a31	0.10907926	0.10923625	0.0263554	0.11053928	0.07157264	0.061056066	0.30514762	0.20701343
a29	0.21536063	0.15272725	0.42123142	0.08851499	0.04441055	0.037339594	0.03168136	0.00873421
a46	0.49568674	0.34368533	0.06542183	0.049044963	0.015777955	0.007832374	0.019806907	0.0027438325
a11	0.4074278	0.36944062	0.12940861	0.042314403	0.0023199795	0.006479279	0.033702347	0.00890703
a20	0.31228793	0.32676908	0.21186675	0.05518779	0.0029611636	0.011637046	0.066812776	0.012477467
a8	0.28767183	0.31357968	0.17208397	0.082696974	0.007886656	0.03189764	0.10028442	0.0038988385
a31	0.26479653	0.2911415	0.2603012	0.051713463	0.0056743207	0.019003468	0.088468984	0.018900553
a38	0.38646448	0.26745114	0.07240265	0.13163045	0.03311435	0.057375036	0.049693182	0.0018687397
a31	0.2943518	0.24957784	0.09572037	0.13925771	0.01879626	0.051296443	0.11467903	0.03632055
a24	0.33571413	0.23911956	0.071995966	0.14446157	0.039086528	0.08862481	0.07776784	0.003229609
a37	0.21303445	0.17804821	0.07287626	0.10713108	0.035564505	0.14588858	0.17435552	0.07310137
a15	0.18571131	0.16498613	0.12882015	0.14331046	0.07667038	0.12676083	0.14440195	0.029338827
a31	0.18031365	0.16471191	0.14968413	0.14851588	0.10561385	0.10274805	0.12421966	0.024192907
a20	0.27698928	0.20954718	0.08343005	0.16202253	0.041166697	0.12152437	0.10150352	0.0038164305
a31	0.1838967	0.15615717	0.09182808	0.11636177	0.06872216	0.18506138	0.16309756	0.03487522
a37	0.1668512	0.12435423	0.07440147	0.13212468	0.06385562	0.2566891	0.17172787	0.009995846
a46	0.16833128	0.12103559	0.05643609	0.07677233	0.06993468	0.23006664	0.16011505	0.117308356
a20	0.16591214	0.119613305	0.07737309	0.10342314	0.1075328	0.16135167	0.17130482	0.093489036
a24	0.13429822	0.10071142	0.07823183	0.10490863	0.14310838	0.15813093	0.18835908	0.09225156
a31	0.16075169	0.115002	0.08907742	0.10559136	0.13472588	0.12555248	0.1574	0.11189916
a17	0.10880604	0.065835156	0.039474335	0.070029445	0.13389039	0.35666463	0.17027262	0.055027373
a20	0.15225323	0.09056598	0.057779	0.07112471	0.12348811	0.14372657	0.17386207	0.18720038
a38	0.15120518	0.09001792	0.05997527	0.07081156	0.1207948	0.13485894	0.17117167	0.20116471
a31	0.2629573	0.15961125	0.10198592	0.09773044	0.10608357	0.08527421	0.09894094	0.08741639
a17	0.16042334	0.08334361	0.04734685	0.05186454	0.15666799	0.17582732	0.14838149	0.17614487
a31	0.21584567	0.12165161	0.0679059	0.062603086	0.10763232	0.106027514	0.13416152	0.18417239
a37	0.18366534	0.10204126	0.05064104	0.04644363	0.14666586	0.15207352	0.13210839	0.18636099
</S>	0.22734232	0.13048324	0.068151526	0.059863232	0.10761015	0.10267547	0.12769347	0.17618054
