 	forse	non	li	ha	a	casa	</S>
a28	0.025605667	0.17591077	0.118145965	0.38371837	0.039233148	0.18375506	0.073631
a10	0.022717835	0.005704119	0.046553284	0.43568438	0.4267151	0.045619484	0.017005691
a31	0.0060898494	0.007071103	0.015422689	0.25064492	0.14735785	0.23408139	0.3393322
a21	0.048163753	0.0013775274	0.01950949	0.3706973	0.43836808	0.106288016	0.015595862
a37	0.012842443	0.012782533	0.15015532	0.6953721	0.097100146	0.027390024	0.0043574823
a31	0.012510233	0.05791683	0.283396	0.54792035	0.067410745	0.029329276	0.0015166217
a37	0.035299487	0.061052687	0.18421306	0.3659886	0.18360518	0.16741228	0.002428697
a31	0.0404644	0.14280954	0.38165805	0.3645462	0.036314763	0.03307831	0.001128759
a37	0.0143885445	0.111179434	0.22126025	0.27376977	0.15367845	0.21833658	0.007386928
a31	0.029493054	0.20172536	0.35393572	0.2784301	0.065569624	0.06919314	0.0016528987
a21	0.0077638393	0.10732501	0.15008935	0.13776048	0.16203167	0.39858058	0.036449045
a31	0.021968277	0.1794847	0.19331448	0.17009225	0.15931001	0.26620394	0.009626397
a20	0.03747207	0.09856939	0.10394277	0.100298434	0.1390892	0.33960047	0.18102768
a31	0.08109477	0.11047447	0.08355895	0.08256247	0.16298316	0.2563386	0.22298755
a37	0.045120053	0.08637291	0.07296672	0.061040673	0.16860878	0.2633824	0.30250844
a33	0.073150255	0.07346192	0.07400815	0.047742076	0.1235721	0.3124924	0.29557306
</S>	0.059614863	0.16450305	0.15868063	0.114634395	0.21551216	0.16334839	0.123706535
