 	il	vestito	della	sposa	vuole	bianco	</S>
a17	0.51014364	0.15043347	0.0044943145	0.029408043	0.19263738	0.018419694	0.09446343
a31	0.09418549	0.122348815	0.08735532	0.2331051	0.34086895	0.09568584	0.026450502
a17	0.0056153457	0.015757507	0.23082319	0.14163995	0.4299662	0.15495221	0.021245623
a31	0.023679215	0.08374883	0.12285863	0.13477767	0.47288883	0.13537462	0.026672227
a14	0.009622797	0.07147767	0.16935898	0.16971242	0.36981985	0.20010765	0.009900668
a17	0.0069978395	0.10594519	0.22408073	0.05234344	0.46697623	0.1174542	0.026202425
a31	0.0055703134	0.085791565	0.24044096	0.050255083	0.3597137	0.23058064	0.02764777
a11	0.06036046	0.33508223	0.19274534	0.12877819	0.1584325	0.1211982	0.003403168
a35	0.028519534	0.08800349	0.10990358	0.1183514	0.24431686	0.2747295	0.13617565
a38	0.042537257	0.092260055	0.12287195	0.11173501	0.18431267	0.3484077	0.097875394
a31	0.029882163	0.08226845	0.13518755	0.09794584	0.17137586	0.40259448	0.08074574
a21	0.0744408	0.073839664	0.07560456	0.21973886	0.20177528	0.15480743	0.19979346
a31	0.07334741	0.0702171	0.07745272	0.08090915	0.134068	0.30555478	0.25845093
a24	0.0488256	0.039563257	0.040820844	0.1335776	0.13116023	0.21723923	0.38881323
a8	0.08203964	0.061558165	0.056652848	0.081623524	0.09252968	0.28111026	0.3444859
a23	0.07479503	0.07715795	0.08653503	0.09229315	0.09604184	0.2844641	0.28871292
a31	0.14246778	0.104325525	0.09264209	0.08488144	0.07660359	0.21413682	0.28494275
a8	0.09833502	0.053578567	0.04820758	0.08975802	0.12439677	0.26496682	0.32075727
a23	0.13545951	0.10629643	0.09499678	0.088828556	0.07684935	0.22367518	0.27389422
a31	0.22105469	0.14307714	0.10775852	0.087635465	0.062036622	0.14736824	0.23106933
a10	0.14542884	0.08020168	0.0647997	0.08041951	0.09742331	0.25216433	0.27956268
a37	0.17859656	0.110058695	0.08646221	0.07300692	0.067820325	0.2217428	0.26231247
a46	0.19878915	0.124983415	0.0959847	0.07917745	0.06341927	0.18327293	0.25437307
a8	0.23689373	0.15170889	0.11230693	0.08869936	0.059224505	0.1366011	0.2145654
a31	0.21121424	0.17062096	0.14641327	0.12273907	0.07683086	0.115999736	0.15618196
a20	0.21260771	0.12286076	0.098419264	0.08310685	0.083720654	0.20130599	0.19797875
a8	0.24082895	0.15508005	0.11243163	0.08542082	0.053757116	0.15027864	0.20220274
a13	0.25265512	0.19382937	0.15217644	0.12023094	0.06322037	0.08389343	0.13399436
a18	0.24646164	0.17231871	0.12799853	0.096468836	0.051574826	0.13089629	0.17428115
</S>	0.2509648	0.1677398	0.121892445	0.09211178	0.052331276	0.12799534	0.18696457
