 	lo	sentii	ee	che	arrivava	</S>
a15	0.18533108	0.74003655	0.06332684	0.0057990593	0.00017567376	0.0053308015
a31	0.6870976	0.26929054	0.03908971	0.0023740972	0.0002329303	0.0019149957
a46	0.514383	0.41932824	0.04892647	0.017272262	3.6055455e-05	5.387367e-05
a8	0.9060679	0.020384058	0.05326948	0.013137983	0.00092699885	0.006213583
a31	0.6071289	0.006320244	0.006953515	0.0062396564	0.27051684	0.102840856
a23	0.07385312	0.020747306	0.10553125	0.21981516	0.56579787	0.0142552685
a8	0.21705829	0.0028226164	0.016845318	0.022895323	0.5943879	0.14599061
a38	0.24914277	0.0030170004	0.019063883	0.026913835	0.5591745	0.14268805
a20	0.2781729	0.012534355	0.025062697	0.034358464	0.33696306	0.31290856
a28	0.2917116	0.053864766	0.04681584	0.065646976	0.27260563	0.26935518
a20	0.26750004	0.10832208	0.08246322	0.10665713	0.19136445	0.24369307
a23	0.27526012	0.11961607	0.111763775	0.18321313	0.19074094	0.119405895
a31	0.23564959	0.115108944	0.13162538	0.20740429	0.14630951	0.16390233
a29	0.24337837	0.03691999	0.051583357	0.08510402	0.46374708	0.11926719
a33	0.19046254	0.08508075	0.096104905	0.13412042	0.1696654	0.324566
a29	0.1920278	0.07386434	0.14966384	0.20941536	0.15769437	0.21733429
a27	0.20460387	0.10193473	0.103884965	0.14166468	0.1578528	0.290059
a46	0.1973191	0.11714608	0.100488596	0.12262622	0.13616998	0.32625005
a20	0.20917837	0.12174626	0.09958003	0.12004475	0.12929946	0.3201511
a31	0.21705444	0.11888046	0.13098268	0.1888033	0.16092595	0.18335325
a7	0.21320255	0.104059145	0.13876504	0.18213065	0.22702177	0.13482085
a1	0.23181769	0.11373999	0.085891485	0.10966762	0.1117302	0.34715298
a20	0.21886352	0.11657746	0.08683451	0.10469428	0.11504867	0.3579815
a31	0.23501676	0.12029679	0.095639154	0.12363979	0.121848136	0.3035594
a20	0.23460695	0.11162491	0.11081076	0.14952229	0.17847343	0.21496165
a31	0.34931365	0.18236892	0.054539125	0.056700576	0.06255172	0.29452604
a23	0.14814165	0.21925008	0.02150667	0.033309802	0.040372033	0.53741974
</S>	0.35992458	0.19974977	0.0461048	0.038907457	0.05417304	0.30114037
