 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.59558046	0.0032870504	0.0003440418	0.005778341	0.11736603	0.12744921	0.02447844	0.12571643
a31	0.7175272	0.19060762	0.020015618	0.034731995	0.02290132	0.005254174	0.0029935697	0.005968461
a37	0.024961062	0.20000358	0.010876044	0.18225987	0.46171552	0.018545475	0.021949783	0.07968877
a20	0.08216128	0.03146689	0.037190948	0.03577649	0.0762638	0.02202375	0.6708268	0.044290107
a29	0.015418683	0.015237815	0.047827687	0.013402462	0.029749893	0.015170708	0.8106654	0.052527238
a14	0.0071331416	0.017023686	0.13804537	0.06258602	0.1923121	0.14005087	0.39938426	0.043464586
a21	0.013686202	0.04514774	0.1679241	0.12728684	0.27444625	0.20150891	0.15894338	0.011056566
a31	0.030315464	0.09292745	0.14324772	0.14221323	0.25790614	0.24143852	0.07909487	0.01285659
a20	0.0668303	0.17219193	0.17825697	0.21205476	0.21659958	0.0836376	0.061270695	0.009158201
a6	0.061160386	0.1351548	0.11316669	0.13328727	0.2383533	0.25567284	0.034557696	0.028646987
a31	0.08780875	0.12522487	0.10658776	0.10240538	0.19295214	0.27281496	0.029259102	0.08294701
a8	0.07730765	0.09122838	0.05645225	0.16869062	0.2810895	0.2547043	0.025295787	0.0452315
a20	0.06486592	0.079704	0.17439097	0.11238158	0.17238852	0.27833655	0.032299474	0.08563297
a31	0.093647234	0.1253356	0.07403106	0.09225289	0.20051622	0.28478342	0.051273555	0.078160025
a37	0.074253224	0.11936134	0.057780065	0.15079309	0.2774737	0.21190046	0.058863737	0.049574383
a31	0.13545077	0.1431071	0.060880117	0.059983492	0.109322935	0.21762455	0.04965394	0.22397707
a24	0.14219509	0.15874843	0.043296717	0.08210414	0.13115576	0.18342927	0.043349106	0.21572147
a31	0.14562418	0.3052287	0.07245408	0.05151334	0.053391077	0.1242076	0.029343972	0.21823701
a20	0.15163101	0.1453082	0.033376325	0.045184787	0.06363502	0.14744031	0.026563527	0.38686082
a31	0.12008446	0.3277516	0.09723381	0.054678947	0.04084296	0.075425364	0.024776716	0.2592061
a7	0.16184556	0.22301973	0.0796604	0.063937426	0.034106854	0.056825817	0.01607291	0.36453125
a35	0.15488203	0.36184722	0.10331348	0.048102908	0.033011775	0.048145495	0.02974469	0.22095244
</S>	0.29023433	0.29539472	0.071713455	0.039802033	0.035870455	0.07217699	0.030949293	0.16385873
