 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.0029949623	0.0017099137	0.0011248955	0.0025850292	0.063543454	0.8219398	0.07380349	0.013894959	0.018403461
a29	0.121958695	0.07033424	0.038632125	0.057287112	0.014089794	0.045443907	0.5610324	0.08093685	0.010284863
a31	0.0117046535	0.0064670527	0.0038953424	0.010326779	0.254646	0.48207188	0.15923642	0.05649167	0.015160098
a20	0.02994534	0.02783371	0.025095928	0.02431722	0.18000083	0.32545063	0.2949624	0.08652288	0.005871025
a31	0.040024668	0.05850603	0.047898415	0.030335892	0.043888625	0.06705115	0.63702565	0.067377165	0.007892472
a28	0.073518835	0.12044946	0.18509975	0.012923123	0.024336785	0.044398185	0.44998226	0.08116077	0.008130711
a3	0.030297622	0.042907137	0.03783856	0.014911809	0.007489817	0.013844446	0.70885324	0.09789692	0.045960393
a35	0.036821466	0.046160158	0.044998933	0.038764287	0.0048630047	0.0044795354	0.59971	0.12058818	0.10361441
a31	0.039839223	0.060449358	0.070558384	0.062295824	0.007947157	0.0031846296	0.5786325	0.12873094	0.04836202
a20	0.050310723	0.061003894	0.086821176	0.13614309	0.071379565	0.069839194	0.29155278	0.21922219	0.0137274405
a31	0.059031326	0.056544557	0.05674346	0.1147249	0.045699216	0.030509086	0.27326283	0.28566778	0.07781679
a28	0.05324336	0.046995707	0.060055025	0.11806654	0.1014247	0.13490568	0.14818327	0.2952935	0.041832186
a13	0.06763944	0.045664508	0.036748353	0.0979616	0.08172845	0.08687214	0.09606814	0.31229547	0.1750219
a41	0.13937525	0.09615008	0.078050725	0.11037968	0.083221436	0.07179173	0.08106584	0.20633402	0.13363127
a28	0.14807089	0.09473681	0.07509236	0.099549174	0.084953934	0.058904484	0.08059417	0.22393481	0.13416338
a31	0.14471723	0.087209046	0.066401996	0.09811875	0.09906784	0.052846763	0.08099898	0.2275684	0.14307106
a20	0.105555765	0.055669513	0.034228243	0.1209492	0.12850025	0.060191717	0.103779234	0.24596484	0.14516118
a31	0.20092645	0.12953304	0.085398875	0.103049815	0.07916066	0.05215611	0.04313868	0.1576783	0.14895801
a24	0.063507974	0.053712253	0.043466493	0.08360665	0.07252617	0.1388505	0.024511933	0.2275063	0.2923117
a46	0.14745146	0.14541872	0.13474402	0.16669668	0.12683792	0.10801471	0.037966736	0.06666789	0.06620184
</S>	0.14953339	0.13308886	0.11676655	0.14368258	0.112108395	0.07955819	0.033455007	0.11500933	0.11679774
