 	hai	già	mangiato	</S>
a38	0.018697187	0.08717297	0.041785322	0.8523446
a31	0.025438493	0.30694073	0.18697642	0.4806444
a20	0.006721092	0.03138361	0.070294976	0.8916003
a31	0.007486721	0.20330127	0.29664713	0.49256492
a27	0.019361412	0.21463193	0.6168594	0.14914721
a31	0.08933669	0.57859075	0.2796207	0.05245186
a20	0.034298114	0.2541922	0.2850507	0.42645898
a31	0.0716033	0.50690955	0.35221797	0.06926924
a39	0.066853054	0.44921494	0.2503025	0.23362955
a20	0.061472777	0.4643921	0.20695467	0.26718047
a10	0.029219719	0.59347105	0.22422016	0.153089
</S>	0.29575706	0.43929708	0.15894817	0.10599769
