 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.143832	0.03008426	0.00091357675	0.00072175404	0.019654976	0.6543008	0.15049262
a24	0.011586994	0.06070097	0.13075435	0.121876	0.24002299	0.3926791	0.042379584
a31	0.0051393555	0.004566286	0.012434792	0.5173367	0.2969478	0.1564056	0.0071694274
a0	0.02150242	0.02313954	0.076199904	0.4956354	0.308505	0.06817311	0.0068447203
a31	0.0019115176	0.00401798	0.037203696	0.5705905	0.36189437	0.021238334	0.003143575
a17	0.0008283279	0.003035184	0.03667797	0.48079383	0.42818925	0.045229655	0.0052457987
a13	0.0014374849	0.0054444056	0.036114402	0.2858407	0.41852573	0.24464315	0.007994078
a31	0.0046979557	0.0074382136	0.03027889	0.1256606	0.18883437	0.46645582	0.17663415
a20	0.028072687	0.017129194	0.029721217	0.09411413	0.12063168	0.28527728	0.4250538
a31	0.06435019	0.04558849	0.07478548	0.09556327	0.09451967	0.16332126	0.46187168
a23	0.04151794	0.038250525	0.07244221	0.080177955	0.058820665	0.13713804	0.57165265
a8	0.12545264	0.113491036	0.1649843	0.1331418	0.090651885	0.10721634	0.265062
a20	0.26804456	0.20794977	0.14970234	0.092396736	0.062940516	0.06707374	0.15189227
a31	0.29719895	0.21194163	0.123728484	0.07386207	0.052444324	0.06601496	0.17480958
</S>	0.2561092	0.20455411	0.1333328	0.081555404	0.056189273	0.07798801	0.19027121
