 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.08342378	4.0486422e-05	0.0001373544	0.0042094802	0.056412753	0.85577613
a20	0.075734966	0.11227251	0.0064237155	0.005578041	0.08503019	0.7149606
a31	0.14741512	0.021877427	0.016068352	0.030619975	0.41594166	0.3680775
a28	0.0078688795	0.21131696	0.071857356	0.16702126	0.29065326	0.25128227
a31	0.007412254	0.08334529	0.5548968	0.26178294	0.030592918	0.061969865
a13	0.0023116819	0.015370944	0.9325475	0.04117183	0.0033430238	0.0052549075
a18	0.03407648	0.07008356	0.8464093	0.041949138	0.0053207423	0.0021607664
a31	0.04619981	0.34259045	0.404921	0.11955911	0.08388073	0.002848869
a27	0.04801421	0.07371006	0.1308554	0.24709576	0.4622912	0.038033333
a31	0.12436378	0.18955329	0.13568562	0.1716618	0.33770975	0.041025765
a20	0.0872432	0.11881277	0.108185835	0.15050112	0.4416468	0.09361025
a31	0.08981687	0.12270634	0.09547161	0.11605289	0.47588533	0.10006694
a39	0.062157657	0.08406787	0.08879879	0.10638937	0.5290399	0.12954645
a31	0.06608703	0.12779029	0.06568427	0.11999888	0.48513	0.13530956
a33	0.058950555	0.094717644	0.06911488	0.10686688	0.50657547	0.16377452
</S>	0.026720887	0.06958395	0.057699006	0.18311997	0.44820413	0.21467201
