 	non	mi	aspetti	che	non	vengo	</S>
a8	0.533316	0.032334838	0.004244082	0.019556506	0.09126929	0.10492916	0.21435004
a31	0.0051530306	0.02068733	0.20848142	0.5227794	0.08363951	0.0075502605	0.15170905
a24	0.0005785206	0.0016039164	0.023707006	0.49985704	0.3986158	0.0631958	0.012441855
a31	2.8103897e-05	0.0011259868	0.23664275	0.41549766	0.24243832	0.1012952	0.002972003
a36	8.7149856e-05	0.0016240868	0.4145096	0.42073894	0.10446646	0.057188053	0.0013857372
a31	0.00015022903	0.0043053613	0.40025544	0.49763876	0.061721615	0.03184364	0.004085029
a39	0.000679126	0.0074819336	0.4676162	0.43472794	0.052117597	0.03179914	0.0055781477
a8	0.0041459976	0.021882454	0.16228576	0.24981125	0.22995567	0.048257075	0.2836618
a31	0.0414016	0.13564527	0.1747203	0.17285414	0.143963	0.03343786	0.2979778
a29	0.05081961	0.08761551	0.06886393	0.057955626	0.058149733	0.017741567	0.658854
a31	0.101567484	0.20087725	0.11908622	0.101884514	0.11308152	0.04959104	0.313912
a17	0.05681868	0.11923167	0.083546974	0.058824915	0.06472531	0.026556222	0.59029615
</S>	0.1763438	0.30135354	0.13533984	0.092038326	0.089138575	0.03649514	0.16929084
