 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.33283302	0.29867128	0.096438885	0.1127274	0.06673842	0.010071584	0.021085242	0.061434187
a31	0.040163547	0.04880076	0.12168695	0.47186884	0.131886	0.057449277	0.042984456	0.08516013
a20	0.08511911	0.05432526	0.025105987	0.15882066	0.5780195	0.07372121	0.016617235	0.008270986
a31	0.046645433	0.034478817	0.0571132	0.34455365	0.3242241	0.095047206	0.08755825	0.010379347
a37	0.07281612	0.024375508	0.054346364	0.27316242	0.32298386	0.17793743	0.069961295	0.004416984
a14	0.01675481	0.019831661	0.042605262	0.1278856	0.27011743	0.1870674	0.27446747	0.06127036
a10	0.008353726	0.012123032	0.026748832	0.088625975	0.16632162	0.25484788	0.2791748	0.16380411
a31	0.0033034422	0.0069116284	0.021793885	0.090315826	0.19914034	0.3340448	0.31820837	0.026281651
a37	0.004624675	0.015401051	0.05033223	0.1124627	0.30204868	0.23145892	0.27719712	0.006474714
a10	0.0038281337	0.01239562	0.034499828	0.06985459	0.15305798	0.35585347	0.2652966	0.10521377
a14	0.010558086	0.026172217	0.04700834	0.0674528	0.13929293	0.35532877	0.2590316	0.09515527
a0	0.020391334	0.03652475	0.04940243	0.061593004	0.12071705	0.32026288	0.25601807	0.13509049
a20	0.033929404	0.044605743	0.049562387	0.05596233	0.09444369	0.27277985	0.24764042	0.20107618
a33	0.047500063	0.050348755	0.047898732	0.05195165	0.102271795	0.26860774	0.24594966	0.18547168
a20	0.026203642	0.048008345	0.070469975	0.09369881	0.109563604	0.22914335	0.1925125	0.23039983
a31	0.097067945	0.07129342	0.049050167	0.044991568	0.080538794	0.22647713	0.22206576	0.2085152
a0	0.100198336	0.06395018	0.042296153	0.043916076	0.12506852	0.21950501	0.21340548	0.19166028
a41	0.15201266	0.108249694	0.06629248	0.053164583	0.059326913	0.15348862	0.1577146	0.24975039
a31	0.13592187	0.09975164	0.06253286	0.051150773	0.06040119	0.1731749	0.17552496	0.24154186
a37	0.13432738	0.079225875	0.043823086	0.03912745	0.103262044	0.2057147	0.2012393	0.1932802
a31	0.17813225	0.11817606	0.06152635	0.04358073	0.05175537	0.15780711	0.16333151	0.22569066
a18	0.17864573	0.11792187	0.05350236	0.033109795	0.063530535	0.18416509	0.18036583	0.18875876
a8	0.21651208	0.14955905	0.06982616	0.039790682	0.044269647	0.13886748	0.1447617	0.19641325
a20	0.2634504	0.19834234	0.09923507	0.054454904	0.05051417	0.08718648	0.088833876	0.15798277
</S>	0.2174025	0.15949161	0.07579309	0.03796149	0.041770864	0.14084646	0.14666066	0.18007323
