 	non	ho	cosa	a	fare	</S>
a8	0.77605677	0.015749846	0.0014804826	0.0036853375	0.021303361	0.1817242
a31	0.10501157	0.43970248	0.165572	0.0037930433	0.033226825	0.25269407
a37	0.04643188	0.17040935	0.2937517	0.046505027	0.1443345	0.2985676
a11	0.00026122815	0.021693556	0.67541856	0.10176632	0.17839979	0.022460636
a13	0.0005246012	0.07158489	0.63165694	0.09706776	0.19789305	0.0012727462
a20	0.0022786222	0.058035	0.5248672	0.23481527	0.17814025	0.0018636864
a31	0.004850998	0.033232726	0.36124274	0.40189925	0.17912681	0.019647442
a8	0.034594025	0.06843277	0.24351466	0.27737248	0.24139114	0.13469489
a31	0.037281394	0.061654493	0.2848478	0.17906012	0.11376458	0.32339168
a46	0.15777802	0.1804919	0.22076736	0.10255187	0.069695674	0.26871523
a8	0.3528913	0.22288819	0.21291234	0.08714154	0.048740555	0.07542609
</S>	0.31834814	0.2531894	0.21157268	0.088649794	0.060261074	0.06797884
