 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.13586454	0.10028528	0.01893656	0.22600047	0.06920024	0.08077499	0.031273946	0.33766392
a31	0.020093355	0.007832928	0.0028441802	0.08494429	0.4578018	0.3465385	0.06386849	0.016076477
a7	0.25717843	0.034976363	0.13486992	0.14949675	0.25454122	0.13748845	0.020606978	0.010841851
a46	0.007376374	0.0037380238	0.16234788	0.3615944	0.3339144	0.097077884	0.021677298	0.012273697
a10	0.0005765686	0.0005015938	0.02990667	0.23158278	0.3139252	0.27903596	0.10875639	0.03571486
a14	0.0005131859	0.00046586042	0.01269855	0.19215582	0.30068475	0.33183345	0.14425416	0.017394159
a31	0.002408651	0.0025428976	0.011645726	0.18086423	0.2501605	0.32693112	0.20462613	0.02082083
a0	0.0019487814	0.0014131682	0.013939053	0.18112262	0.27110806	0.33728874	0.16870672	0.0244729
a20	0.007843759	0.010990402	0.01204463	0.118626066	0.18091145	0.29504058	0.3164098	0.058133293
a31	0.027843518	0.033784285	0.011279234	0.13810311	0.1830047	0.27081805	0.29313597	0.042031113
a10	0.02314306	0.019158881	0.025224064	0.14754497	0.19168541	0.27578545	0.27253345	0.044924747
a0	0.03291148	0.057781946	0.013006909	0.09702713	0.15261395	0.22124285	0.30495748	0.12045823
a18	0.07859476	0.09335798	0.026271973	0.12600245	0.13888824	0.176045	0.23717475	0.123664826
a17	0.1792343	0.15847297	0.043664392	0.10572171	0.106743336	0.13033716	0.16545476	0.110371456
a8	0.2313395	0.19338837	0.05171757	0.09881118	0.09392891	0.11234766	0.13615243	0.08231438
</S>	0.14481695	0.19907415	0.084944375	0.14875197	0.12589093	0.13816053	0.11592176	0.04243937
