 	ho	finito	di	scrivere	</S>
a38	0.0032546867	0.002252919	0.0004995731	6.918815e-05	0.9939236
a31	0.025853988	0.5937554	0.19068307	0.0016197158	0.1880879
a15	0.053069446	0.40819338	0.48807526	0.0037259941	0.046935946
a18	0.015990546	0.6497617	0.327895	0.0033721924	0.0029805533
a31	0.030626148	0.4991554	0.46506703	0.000845907	0.004305488
a37	0.32824737	0.17204206	0.4884038	0.0066596577	0.004647045
a31	0.03248057	0.43827116	0.49388027	0.0049204114	0.030447444
a0	0.13554151	0.33746302	0.5160371	0.0038755578	0.007082881
a31	0.018866453	0.32389587	0.42534482	0.035859305	0.19603355
a18	0.07492359	0.4731561	0.3679844	0.017513081	0.06642282
a31	0.019567862	0.29427624	0.31865188	0.22221187	0.14529213
a39	0.0909712	0.44248912	0.28101653	0.07202621	0.11349699
a20	0.025064295	0.26308435	0.30573317	0.27968296	0.12643526
a31	0.06818497	0.44747964	0.23809566	0.18335652	0.06288327
a8	0.09370642	0.23394667	0.25580716	0.23568082	0.18085895
a20	0.06011598	0.3800418	0.27133852	0.20543993	0.08306384
a31	0.25288853	0.34900114	0.19159171	0.13627462	0.07024403
</S>	0.06687264	0.29475614	0.32234982	0.15114832	0.16487303
