 	devo	pulire	l	albero	</S>
a39	0.03892843	0.94051063	0.020496633	2.2590782e-06	6.198304e-05
a31	0.17482603	0.7233302	0.10135345	0.00012750045	0.0003627497
a35	0.02498189	0.74191654	0.23062569	0.0011311608	0.0013446895
a31	0.52061844	0.33259293	0.11662512	0.022758966	0.0074045835
a20	0.3861174	0.15931809	0.24381167	0.20580186	0.0049510696
a31	0.08796628	0.18507716	0.184028	0.4904882	0.052440275
a37	0.070429645	0.053583723	0.22050157	0.64880943	0.0066756685
a1	0.023696264	0.11197418	0.27950743	0.4772544	0.107567705
a20	0.03097603	0.18284322	0.220266	0.23490612	0.3310086
a31	0.0418308	0.28723404	0.40542743	0.22820981	0.03729802
a39	0.16538158	0.364414	0.23698494	0.17504963	0.058169775
a10	0.117931455	0.1605721	0.24266276	0.24413115	0.23470251
a29	0.1494575	0.13908058	0.22789067	0.24200976	0.2415615
a46	0.120843634	0.11349849	0.24946973	0.27155715	0.24463102
a31	0.1507296	0.11871159	0.17914371	0.21810721	0.3333079
a20	0.18233885	0.13909918	0.22769913	0.23783918	0.21302369
a13	0.24672246	0.16715616	0.13834701	0.14669436	0.30108
a20	0.2585823	0.16882046	0.123561405	0.12583055	0.32320538
a31	0.22807704	0.15193236	0.14875491	0.16407733	0.30715835
a11	0.33790436	0.23010573	0.121333554	0.08896445	0.22169186
a17	0.3535918	0.23386462	0.101901464	0.07313095	0.23751123
a20	0.32185647	0.20895359	0.10840287	0.08825657	0.2725305
</S>	0.2986223	0.194751	0.1205669	0.10647828	0.27958155
