 	non	aveva	dove	a	stare	</S>
a31	0.30000487	0.01489029	0.0070196926	0.015701797	0.6239718	0.03841161
a8	0.2919125	0.3757375	0.29392183	0.02141538	0.0139263	0.003086479
a31	0.010393556	0.039617248	0.2656467	0.5750546	0.06032774	0.048960112
a28	0.013229912	0.036075745	0.1639175	0.5154021	0.25991386	0.011460891
a37	0.027344363	0.12612677	0.48875657	0.25741687	0.07426726	0.026088117
a31	0.045671422	0.16261098	0.44018748	0.22174582	0.059298333	0.070485964
a18	0.06263484	0.21018805	0.4237388	0.16212113	0.08534454	0.055972666
a0	0.05156874	0.14569739	0.23484012	0.08985115	0.03809925	0.43994328
a23	0.07782387	0.14073227	0.2111123	0.10219926	0.05252315	0.41560903
a8	0.13035427	0.15983741	0.17863116	0.091444924	0.049599446	0.3901328
a31	0.16721448	0.1853913	0.18354237	0.10303437	0.05888002	0.3019374
a20	0.19807988	0.16321196	0.11446133	0.053804964	0.056678575	0.41376334
a31	0.17765598	0.12247027	0.09833783	0.07755917	0.13017611	0.3938006
a20	0.14599274	0.1589962	0.10020537	0.03533766	0.05745208	0.50201595
a24	0.25219917	0.17050725	0.11381153	0.059997346	0.079994746	0.32349
a8	0.26591337	0.19787632	0.13233273	0.06627786	0.06816415	0.26943558
a31	0.25763413	0.23390928	0.17079222	0.07538448	0.06193134	0.20034853
</S>	0.31679606	0.22641647	0.1403213	0.03918344	0.060151484	0.21713127
