 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
a10	0.00033974356	0.002266689	9.736489e-05	0.00020555887	4.6434314e-05	0.0013238083	0.010868522	0.0007284651	0.96752334	0.016600072
a31	0.060343686	0.046601	0.034642085	0.040777154	0.011667752	0.2634005	0.47879243	0.02877564	0.029003955	0.005995834
a1	0.03096869	0.07282465	0.07265885	0.12996729	0.052465532	0.11567658	0.099327505	0.24220666	0.10921124	0.074692965
a28	0.017211013	0.062420145	0.07027422	0.051261257	0.020753752	0.061515152	0.045942802	0.65338534	0.008609459	0.008626858
a24	0.010858223	0.01885305	0.31185582	0.094088584	0.009342786	0.025035255	0.030340886	0.4478761	0.0352986	0.01645076
a31	0.008161119	0.005584817	0.3145615	0.13135353	0.011072669	0.066550225	0.05775431	0.24104193	0.1392311	0.024688788
a18	0.1283844	0.05885663	0.17909911	0.10927852	0.017092373	0.16714296	0.17700714	0.1016326	0.060900778	0.00060545676
a24	0.040972624	0.021318642	0.3629248	0.21115744	0.0124473935	0.040178686	0.031879004	0.038699426	0.20479475	0.035627246
a13	0.04218727	0.02843643	0.20786977	0.22133489	0.063417256	0.11583429	0.04122792	0.08499563	0.13491198	0.059784558
a18	0.035085756	0.028774135	0.15894595	0.22051765	0.086402744	0.18546298	0.056720637	0.0932346	0.10086237	0.033993118
a31	0.027969489	0.026981235	0.12540819	0.20651878	0.095010914	0.24356705	0.076793954	0.10062906	0.075517766	0.021603584
a24	0.106946625	0.16139482	0.1921644	0.24762137	0.06691822	0.06477689	0.044250745	0.036022875	0.07790088	0.0020031407
a11	0.065203406	0.07434372	0.08960827	0.15857223	0.21642116	0.082919	0.028807074	0.054023154	0.1360203	0.09408167
a31	0.0509624	0.056239843	0.07993598	0.13232969	0.19155577	0.18160644	0.08187424	0.060781714	0.101484485	0.06322938
a39	0.09853258	0.12441012	0.11460214	0.2550851	0.11877095	0.060306598	0.03453499	0.051883027	0.13465214	0.0072223092
a20	0.07826646	0.098240815	0.056235217	0.090722136	0.20561713	0.045968547	0.01852447	0.02387575	0.21458012	0.16796936
a31	0.062504165	0.065604076	0.058765292	0.106788784	0.1959798	0.11823236	0.042413685	0.044747055	0.17561987	0.12934488
a17	0.093278095	0.12997968	0.059006076	0.13732833	0.17005593	0.046431947	0.022295253	0.031566452	0.2470781	0.06298007
a20	0.07680171	0.07676612	0.05159479	0.07821348	0.13586651	0.053555313	0.0163715	0.023566147	0.26378503	0.22347939
a31	0.05773271	0.058482468	0.04509936	0.07296776	0.15212978	0.126867	0.059626948	0.05109647	0.19833975	0.17765771
a24	0.08385211	0.12337658	0.038825568	0.08376643	0.18139456	0.03136703	0.01278845	0.017492946	0.26863605	0.15850027
a20	0.0753101	0.07622981	0.040051702	0.05797577	0.12921107	0.12110691	0.057635967	0.04281083	0.19589846	0.20376939
a8	0.04609701	0.046898097	0.035024635	0.056370214	0.12982489	0.15921138	0.13738368	0.06327884	0.1636405	0.16227075
a20	0.047309324	0.03527539	0.08353416	0.07744014	0.054241028	0.17640589	0.24897106	0.09793834	0.08108447	0.097800195
a31	0.045391984	0.04879249	0.036514	0.07907546	0.15765075	0.16945682	0.106882825	0.09339643	0.13935576	0.12348356
a24	0.053955056	0.061162416	0.040710714	0.12854895	0.22370361	0.061951634	0.022690754	0.042141598	0.19104335	0.174092
a37	0.0727644	0.0738094	0.040899422	0.048332315	0.08804005	0.14657992	0.16541487	0.06838738	0.1393863	0.15638599
a46	0.041265853	0.043311704	0.032074068	0.056547217	0.123432994	0.1740568	0.17805262	0.0933418	0.12746467	0.1304523
a31	0.04789702	0.050454997	0.03549384	0.05141943	0.109123304	0.1671974	0.19151224	0.0909288	0.124108694	0.13186428
a28	0.05479427	0.059030164	0.03904581	0.12853226	0.21167877	0.08655161	0.03739596	0.04658701	0.17003419	0.16634993
a24	0.057263814	0.057280526	0.03082947	0.046698067	0.10257681	0.17404994	0.17414524	0.08317989	0.13361172	0.14036454
a31	0.061324403	0.062389642	0.034346834	0.04550416	0.09422325	0.16320488	0.18367861	0.075816296	0.13443752	0.14507438
a17	0.071415804	0.09963958	0.022423385	0.064266406	0.1994751	0.11005245	0.062010802	0.028681586	0.11896897	0.22306599
a31	0.07465052	0.07418326	0.029273516	0.04346949	0.09604276	0.20627323	0.17511323	0.062467616	0.11656783	0.121958554
a46	0.106748216	0.14852838	0.026682192	0.04020834	0.16770548	0.1291624	0.08943439	0.015448715	0.090816274	0.18526554
a8	0.10957864	0.10939341	0.035553202	0.041028712	0.07989773	0.2212874	0.18887144	0.033180844	0.08686292	0.09434565
a31	0.12975717	0.13021833	0.045264807	0.04568748	0.064376496	0.17977653	0.18341115	0.03866524	0.08361533	0.09922751
a8	0.11338825	0.117480405	0.0402388	0.060227163	0.1431837	0.21079926	0.104408145	0.024046758	0.08931166	0.09691583
</S>	0.12250367	0.12247586	0.042253528	0.044488728	0.07037115	0.19274664	0.17886809	0.038415447	0.08780344	0.10007349
