 	ancora	non	mi	sono	vestito	</S>
a8	0.67753184	0.02189107	0.0032389131	0.012815855	0.06918309	0.2153392
a31	0.02328833	0.08396237	0.54790825	0.09460223	0.15954897	0.09068987
a10	0.00455118	0.010485765	0.025560774	0.16760671	0.51443183	0.27736378
a31	0.0031530394	0.02603849	0.46547562	0.17330022	0.26678953	0.06524312
a18	0.0029948538	0.037729807	0.5410433	0.22218859	0.18220088	0.013842651
a31	0.0022804986	0.047414295	0.17983751	0.29273528	0.42980617	0.04792624
a20	0.00458272	0.07863839	0.5270952	0.18626449	0.19931531	0.0041038822
a31	0.004017729	0.040593576	0.11131888	0.30372187	0.31347963	0.22686839
a13	0.022820113	0.06403832	0.25813746	0.29648942	0.27790835	0.08060628
a35	0.023195969	0.028826527	0.08341328	0.19122647	0.15258761	0.52075016
a39	0.15533	0.18003069	0.18942921	0.17659506	0.14144684	0.15716818
a46	0.29294655	0.17893943	0.13976492	0.1185518	0.10506433	0.16473296
a31	0.35906816	0.18254429	0.12493181	0.099794485	0.086261705	0.14739951
a20	0.26561508	0.15670677	0.08958941	0.10081688	0.0995164	0.28775546
a31	0.4046641	0.21082698	0.12698929	0.08903748	0.06738808	0.10109417
a39	0.1614083	0.20682272	0.12610355	0.1755044	0.0863011	0.24385993
a31	0.3797356	0.24998848	0.15564176	0.09663924	0.058194034	0.059800956
</S>	0.13786054	0.19981495	0.13617647	0.21975745	0.10931782	0.19707274
