 	non	ha	che	li	aspettiamo	</S>
a46	0.113855876	0.034447547	0.00019782562	0.008575106	0.82117236	0.021751337
a31	0.0126641495	0.06008527	0.074727714	0.20017903	0.61960876	0.0327351
a15	0.00095715263	0.0062037073	0.012465637	0.0185992	0.8569076	0.10486673
a31	0.0002805503	0.009740155	0.44377908	0.044393886	0.42782834	0.073978
a28	0.00032921648	0.03350788	0.7356642	0.018539554	0.20539147	0.006567714
a20	0.00068877084	0.041413542	0.8264443	0.057480507	0.043153264	0.030819518
a11	0.0009342995	0.046172824	0.79553574	0.09731387	0.0180698	0.041973412
a31	0.0024441618	0.02632181	0.30140442	0.52999014	0.013809983	0.12602952
a11	0.01835859	0.04667278	0.27517658	0.40304443	0.12637901	0.13036858
a31	0.011277551	0.018081004	0.08954423	0.34136596	0.31595528	0.22377594
a46	0.015258721	0.017358068	0.06467043	0.10615942	0.74446315	0.052090175
a31	0.016533976	0.029842243	0.09410507	0.24722128	0.50651103	0.10578641
a11	0.014674554	0.030364104	0.05382513	0.092886955	0.76756597	0.040683232
a31	0.02310217	0.04827983	0.09523745	0.23977059	0.5099661	0.08364391
a11	0.018840397	0.037323594	0.04868611	0.10477667	0.7268006	0.06357258
a46	0.024510914	0.06727988	0.12039638	0.26515222	0.44088417	0.0817764
</S>	0.053384077	0.13865593	0.18625979	0.22839056	0.32255322	0.07075641
