 	non	sapeva	dove	a	stare	</S>
a20	0.096558094	0.0047868853	0.008380336	0.026819378	0.76144123	0.102013975
a31	0.59436333	0.06435858	0.12822078	0.018403448	0.1916749	0.0029790197
a37	0.41595015	0.16824643	0.1572145	0.11477328	0.14246286	0.0013529221
a38	0.08168186	0.10801726	0.28873137	0.3192998	0.1917472	0.0105225835
a31	0.07478951	0.10731222	0.51038724	0.23500091	0.065309756	0.007200408
a41	0.017605748	0.03268683	0.41309366	0.33818483	0.16042276	0.03800619
a10	0.028835248	0.05255911	0.40408707	0.3221718	0.1651243	0.027222486
a20	0.04457168	0.030780938	0.26611984	0.20288081	0.20311701	0.2525297
a9	0.08186348	0.036028605	0.19493939	0.14510863	0.19695382	0.34510607
</S>	0.12973288	0.0749886	0.1450749	0.12469058	0.23602478	0.28948826
