 	deve	che	entra	da	qui	</S>
a31	5.3716817e-06	1.8233974e-06	2.7886355e-05	0.0002303808	0.021370234	0.9783643
a21	0.0004458238	0.0003420557	0.00050592603	0.0044493163	0.956571	0.03768594
a31	0.00024027166	0.000332822	0.006031875	0.9225355	0.050205097	0.020654365
a20	8.487696e-05	0.00040999008	0.11973277	0.82222766	0.053712137	0.003832574
a11	0.0009177025	0.03564968	0.234344	0.69786805	0.0238569	0.007363578
a31	0.0041549704	0.1272495	0.46706188	0.38425067	0.014403583	0.0028792992
a37	0.004633647	0.050471395	0.39665863	0.47464317	0.07120785	0.002385295
a31	0.005629584	0.09389345	0.48569363	0.36633003	0.047790535	0.0006626572
a8	0.033520445	0.143563	0.30594108	0.27421084	0.23355749	0.009207202
a31	0.027006274	0.1687472	0.35133398	0.2861085	0.16519447	0.0016095076
a46	0.14579774	0.3121915	0.16786979	0.104280256	0.17504975	0.0948109
a31	0.16934349	0.2716081	0.16710263	0.09889726	0.18208875	0.110959716
</S>	0.08875636	0.15633512	0.14835145	0.10494542	0.23996738	0.2616443
