 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.9031661	0.035464063	0.021697134	0.0054523624	0.00019702893	0.0129706245	0.0117223635	0.009330352
a27	0.15409407	0.16263041	0.049661193	0.055536643	0.32541797	0.07250511	0.04755255	0.1326021
a8	0.0032645217	0.00045996497	5.9808193e-05	0.0005731116	0.0033261983	0.08166712	0.840113	0.07053627
a28	0.002926547	0.00062579376	2.0393409e-05	0.001959968	0.012802444	0.14157176	0.79797536	0.04211779
a31	0.01337149	0.013186701	0.0009378138	0.012591492	0.123772666	0.43238455	0.39897838	0.0047769267
a24	0.0074573075	0.032594305	0.0023295353	0.02680306	0.15337524	0.38988352	0.38439938	0.0031576527
a31	0.08884837	0.08392346	0.040114522	0.027835956	0.11631524	0.28142452	0.3145157	0.04702223
a10	0.060546473	0.13352078	0.026778622	0.040646963	0.12804885	0.34500265	0.22227088	0.043184783
a20	0.13349888	0.12532116	0.059094753	0.030967258	0.11273769	0.23300187	0.19402237	0.11135606
a31	0.20000412	0.10653751	0.05458555	0.027966917	0.09358926	0.17622986	0.19926885	0.14181794
a39	0.30197722	0.14218895	0.03561867	0.042224944	0.09931218	0.15051067	0.17119753	0.056969844
a31	0.2728907	0.10492636	0.05296578	0.022921337	0.05966597	0.11143032	0.09581557	0.27938396
a18	0.38069084	0.16094549	0.05923452	0.05582172	0.09082301	0.10142654	0.102563806	0.048494034
a31	0.2490094	0.13727705	0.07103308	0.027544	0.05291422	0.08964911	0.045573425	0.3269997
a17	0.335186	0.17315415	0.09824507	0.05179334	0.06880676	0.07082565	0.051184658	0.15080436
a31	0.2384732	0.21499023	0.10996241	0.03529449	0.06244281	0.081403196	0.02880861	0.2286251
a8	0.2555127	0.20004725	0.14610584	0.051027056	0.060737994	0.055845603	0.02571107	0.20501243
</S>	0.19929269	0.28935313	0.100410596	0.05463844	0.0942452	0.086640775	0.024054043	0.1513651
