 	questo	muro	vuole	uno	specchio	</S>
a31	0.87251943	0.01974747	0.07501175	0.02306961	0.008632717	0.001018885
a24	0.06976528	0.0246619	0.2967606	0.5264385	0.040304724	0.042069055
a31	0.6438354	0.016612723	0.19970654	0.07429482	0.054266788	0.011283759
a41	0.51316804	0.043698575	0.12027514	0.21062313	0.11015033	0.0020847472
a39	0.21708637	0.0768385	0.18032931	0.19460407	0.26043236	0.07070942
a43	0.043983165	0.030876715	0.05721445	0.0774864	0.088551186	0.7018881
a24	0.0064570615	0.008688214	0.05915455	0.14703466	0.05151508	0.72715044
a37	0.004980147	0.030427516	0.13525125	0.19489671	0.18168034	0.45276397
a20	0.005943391	0.037923586	0.15714814	0.31148434	0.20343927	0.28406122
a41	0.014038471	0.06584762	0.17605643	0.34245077	0.24184941	0.1597573
a18	0.020646699	0.06689135	0.12849014	0.25487792	0.26200038	0.26709348
a31	0.03961175	0.074943274	0.11603723	0.23812291	0.2760004	0.25528446
a11	0.090299346	0.09364518	0.14266552	0.25616077	0.2962468	0.12098239
a31	0.0939644	0.09005377	0.07439706	0.10579704	0.30929086	0.32649687
a29	0.26256922	0.12767297	0.03748745	0.046816126	0.36019665	0.16525766
a7	0.14323582	0.11061588	0.067430615	0.07695355	0.29159695	0.3101672
a31	0.08881289	0.08184636	0.06991256	0.106065035	0.3205579	0.33280528
a37	0.19313513	0.11464855	0.04430697	0.051798217	0.33845428	0.25765684
a31	0.18750212	0.13033205	0.061509926	0.06746016	0.27209944	0.2810963
a20	0.2683191	0.17610462	0.03981185	0.02155284	0.2737835	0.22042805
</S>	0.24833396	0.18151286	0.06532675	0.055318292	0.22304969	0.22645852
