 	le	melanzane	vogliono	ee	girate	</S>
a31	0.016352618	0.7692467	0.20579992	0.0043832315	0.0003455526	0.0038720344
a20	0.23385553	0.53127825	0.1880127	0.035367865	0.0063612913	0.005124375
a18	0.26264155	0.7102951	0.018281985	0.0024597896	0.004719147	0.0016024921
a20	0.16874225	0.22141482	0.0067754225	0.05824762	0.5331456	0.011674353
a38	0.07349731	0.032922298	0.0029458506	0.1445035	0.74470663	0.0014244075
a17	0.23965965	0.115815155	0.023894748	0.23521659	0.3378067	0.0476072
a31	0.30449548	0.29825765	0.11018088	0.12369081	0.13999173	0.023383455
a20	0.36053106	0.2926728	0.06766597	0.08499138	0.1767744	0.017364442
a41	0.2661668	0.23264286	0.11089686	0.09959672	0.13678925	0.1539075
a29	0.2895019	0.20805319	0.11808612	0.08443904	0.12882099	0.17109877
a11	0.28721476	0.2084864	0.12480436	0.08887898	0.13829611	0.15231939
a31	0.29688942	0.19965546	0.12037659	0.08162926	0.12407037	0.17737886
a8	0.3108026	0.19674705	0.15824637	0.07914096	0.12915593	0.12590705
a31	0.3405083	0.22287507	0.08152956	0.08542578	0.10755848	0.16210285
a1	0.29595104	0.18231799	0.08229307	0.022038009	0.06617379	0.3512261
a31	0.301736	0.20064212	0.05506688	0.029372867	0.089598805	0.32358336
a3	0.21917054	0.22592254	0.119098686	0.026481714	0.03560929	0.37371728
a31	0.32575685	0.26136783	0.08980322	0.038610406	0.053465553	0.23099619
a8	0.20761909	0.20670712	0.13530326	0.028770773	0.0304682	0.39113155
a23	0.33437678	0.31614712	0.04888228	0.032642215	0.05548658	0.212465
a31	0.41439116	0.291	0.0971756	0.0399583	0.045453213	0.1120218
a46	0.2512022	0.3051053	0.1127834	0.051305756	0.033921447	0.24568188
a37	0.3807208	0.23481266	0.090340674	0.04355768	0.056609932	0.19395828
a46	0.38373062	0.22765489	0.10483511	0.05230707	0.055727974	0.17574434
a24	0.39199707	0.23558515	0.10824083	0.051325347	0.054713134	0.15813844
a31	0.3805582	0.23035051	0.10546456	0.049361374	0.053704455	0.18056087
a46	0.37287363	0.2547525	0.11509674	0.05178889	0.0641314	0.1413569
a31	0.3661556	0.26383412	0.13329187	0.047821846	0.03902569	0.14987095
a8	0.18814671	0.26229423	0.23099443	0.066225715	0.027243959	0.22509496
a24	0.31873617	0.27507922	0.17852047	0.063238844	0.033456936	0.13096833
a8	0.32205907	0.28082508	0.19019525	0.066480674	0.032199748	0.108240254
a31	0.32665074	0.28844866	0.18787836	0.06752594	0.03379478	0.09570152
</S>	0.28700382	0.25480923	0.18270965	0.07028343	0.039014373	0.16617954
