 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	0.03423196	0.6112948	0.11621149	0.11898529	0.020442592	0.047255017	0.00579755	0.0024779725	0.04330331
a23	0.07668891	0.013320689	0.010372403	0.015770268	0.038999416	0.31748194	0.43182278	0.049967475	0.04557616
a31	0.042559326	0.06896074	0.032589257	0.004862866	0.011639113	0.01957446	0.0243695	0.020928575	0.77451617
a28	0.016435158	0.034247536	0.5988633	0.1602795	0.030045455	0.025320435	0.049191225	0.070252486	0.015364886
a20	0.24401121	0.007744069	0.1300697	0.03689827	0.36494815	0.0964928	0.055177387	0.019712811	0.04494557
a31	0.07095083	0.004927754	0.122755125	0.034422748	0.33916476	0.1310288	0.15909497	0.07421818	0.06343696
a8	0.0153578045	0.0023211683	0.45180723	0.20494929	0.118435144	0.08513448	0.076333046	0.043997552	0.001664417
a31	0.123928376	0.0036759125	0.3044165	0.07541638	0.30772594	0.05865675	0.07052363	0.028408188	0.02724836
a20	0.29460526	0.007833411	0.19376816	0.17795111	0.11360471	0.13807975	0.055003062	0.017904457	0.001250044
a31	0.16013615	0.004020025	0.03264477	0.03216417	0.19810455	0.23810844	0.20244806	0.09455199	0.037821822
a36	0.31577402	0.01313695	0.14645374	0.15042849	0.10076644	0.136918	0.09362908	0.040456865	0.002436466
a24	0.14296381	0.01127942	0.016141897	0.017650602	0.09800837	0.26916382	0.23776105	0.14271642	0.06431458
a37	0.11882883	0.0272186	0.025253162	0.031243265	0.07126192	0.17918217	0.29657602	0.18909928	0.061336774
a27	0.09397515	0.02081472	0.05686568	0.06645888	0.0852407	0.16014886	0.31500453	0.16532458	0.036166854
a8	0.091973245	0.017770344	0.07854235	0.088906996	0.08709447	0.14757368	0.29561624	0.15013252	0.042390224
a23	0.014251387	0.0030224686	0.19256167	0.07690507	0.11576636	0.06786111	0.26407406	0.17455028	0.0910076
a31	0.080357015	0.010373865	0.11174568	0.119389534	0.090803206	0.14023483	0.27804574	0.12974253	0.039307613
a37	0.19395037	0.11079577	0.024206797	0.031735227	0.110611014	0.23220612	0.14481701	0.104604825	0.04707289
a29	0.1358129	0.060863838	0.034667067	0.049052976	0.07860802	0.16749716	0.19636297	0.1655328	0.11160228
a31	0.10928805	0.05201661	0.05672591	0.07559081	0.0837399	0.17045508	0.2174286	0.15908751	0.07566756
a13	0.1610964	0.1115246	0.02471337	0.03286797	0.091445886	0.22712688	0.1533333	0.13189271	0.06599893
a31	0.1599554	0.07301868	0.036339596	0.04965215	0.063840166	0.1503674	0.18151025	0.1622563	0.123060085
a8	0.16609965	0.14384381	0.019724362	0.025351422	0.05344372	0.15332113	0.13189985	0.14344025	0.16287582
a31	0.23838541	0.042998858	0.0068099895	0.008560527	0.05834781	0.1510814	0.19035998	0.14351295	0.15994309
a21	0.13480134	0.26626575	0.019863337	0.024277817	0.018965228	0.10034912	0.12305401	0.13890067	0.17352273
a31	0.19757725	0.102706835	0.009844356	0.013085208	0.04378753	0.12729374	0.18262666	0.16405806	0.15902023
a29	0.14215724	0.26466736	0.018504824	0.02238516	0.018957136	0.09297984	0.12626447	0.14446338	0.16962053
a31	0.2135716	0.14544274	0.024737472	0.030401908	0.035635956	0.09718893	0.16169886	0.15238751	0.138935
a46	0.13858138	0.26121107	0.02114782	0.023644125	0.019389717	0.08423842	0.11392155	0.13814461	0.19972129
a31	0.23451948	0.20638523	0.030803008	0.037705593	0.030699428	0.0685265	0.13705908	0.13008015	0.12422162
a49	0.11899406	0.30318925	0.043530177	0.04579447	0.016830334	0.060401443	0.10355434	0.12098049	0.18672536
a3	0.1887026	0.235686	0.045492336	0.053579763	0.030208515	0.06895175	0.1402835	0.12144184	0.11565363
a18	0.2575162	0.22227247	0.05504348	0.06318426	0.033672187	0.053478748	0.11235339	0.105792545	0.09668672
a31	0.24730642	0.1993115	0.04918376	0.056600984	0.03158056	0.060827628	0.12737943	0.11835242	0.109457254
a8	0.10953614	0.1943986	0.08039034	0.09374342	0.021347322	0.09887483	0.15081587	0.13203362	0.118859775
</S>	0.22947311	0.20108059	0.08678277	0.09900191	0.037822302	0.054988526	0.114266954	0.0965924	0.079991505
