 	il	muro	vuole	uno	specchio	</S>
a46	0.36964586	0.001694395	0.00016510037	0.0050529074	0.5322179	0.09122384
a31	0.0751338	0.051631074	0.07660648	0.4241412	0.29248682	0.08000065
a24	0.0024600183	0.016261151	0.0052215946	0.014414804	0.3875249	0.57411754
a37	0.0027586177	0.008642837	0.18263616	0.5346359	0.11430845	0.15701802
a18	0.0048267203	0.021846622	0.42538744	0.35049528	0.058833517	0.13861042
a20	0.0046194866	0.027823595	0.38735762	0.22334503	0.035569753	0.32128453
a41	0.016524183	0.12018062	0.41966286	0.2161789	0.1246555	0.102797896
a31	0.035563864	0.1274038	0.17147784	0.117798455	0.3161621	0.23159388
a11	0.022219397	0.128693	0.13214047	0.102548614	0.44351116	0.17088738
a31	0.07135682	0.10027918	0.09105116	0.083594054	0.22664222	0.42707658
</S>	0.028697286	0.07428405	0.04518757	0.03810484	0.3151301	0.4985961
