 	sicuramente	stanno	ancora	svegli	</S>
a17	0.026063384	0.048284862	0.077880375	0.77479345	0.07297788
a24	0.02292043	0.6869994	0.21871255	0.031555653	0.039812054
a28	0.027196938	0.5946153	0.1765754	0.10817158	0.09344077
a37	0.024589812	0.75786287	0.15984477	0.026080782	0.031621736
a18	0.011422078	0.6698135	0.28436387	0.016409438	0.01799109
a39	0.018771987	0.46747005	0.4337755	0.034789205	0.045193158
a31	0.041800052	0.2834199	0.50220686	0.11079086	0.06178236
a39	0.0433727	0.13728246	0.58666176	0.21140236	0.021280725
a31	0.0716196	0.15869847	0.24840756	0.21020924	0.3110652
a46	0.17418157	0.17537868	0.33683544	0.30011898	0.013485399
a31	0.06732064	0.21818419	0.24440272	0.1391001	0.33099234
a18	0.19422098	0.16625248	0.30121607	0.32803825	0.010272271
a31	0.07361376	0.20442009	0.22265902	0.124448106	0.374859
a39	0.19805889	0.11258354	0.25037757	0.40871862	0.030261364
a31	0.13335687	0.15326637	0.17586595	0.15830238	0.37920845
a41	0.2166418	0.07735439	0.2295279	0.3846172	0.09185868
a39	0.20812248	0.13724372	0.15900157	0.1621311	0.33350113
a28	0.26226637	0.11040936	0.13444963	0.18457107	0.3083035
a20	0.26564857	0.10231845	0.13021567	0.19458151	0.30723578
a31	0.25646892	0.10055562	0.13196324	0.20563526	0.30537698
a39	0.3600352	0.08462926	0.21833615	0.1780214	0.15897797
a35	0.40423116	0.123958595	0.15178168	0.13717695	0.18285158
a31	0.36566	0.112829834	0.141704	0.15473218	0.22507389
a11	0.39020932	0.11331419	0.18486261	0.157209	0.1544049
a18	0.45296958	0.13083175	0.16671354	0.124229126	0.125256
a24	0.4268554	0.12178029	0.1567016	0.13487746	0.15978526
a31	0.44849706	0.13447945	0.17328145	0.12560879	0.11813321
a18	0.336259	0.09835807	0.18878761	0.18635523	0.19024001
a31	0.44267538	0.13039467	0.16859202	0.12856936	0.12976868
a18	0.30198586	0.11954342	0.23597316	0.19329564	0.14920187
a15	0.4245497	0.14907162	0.19210264	0.13137595	0.10290008
a8	0.40891513	0.14453587	0.18824767	0.13843787	0.11986353
a39	0.4253614	0.15850817	0.20145029	0.12350021	0.09117997
a31	0.34787464	0.14359905	0.18997097	0.16674216	0.15181322
</S>	0.2991185	0.114781275	0.17337953	0.21425527	0.19846542
