 	il	morto	si	piange	</S>
a20	0.001409374	0.011039818	0.006975327	0.01461087	0.9659647
a31	0.040574376	0.107262895	0.061892614	0.4764701	0.31379998
a18	0.047889758	0.73778534	0.0034440332	0.17124665	0.039634135
a15	0.004964804	0.020813867	0.016184414	0.9468264	0.011210541
a31	0.1811168	0.02461048	0.28834167	0.4183668	0.08756432
a15	0.7710659	0.07600479	0.079357386	0.059763186	0.013808703
a31	0.22396095	0.012923926	0.33284205	0.021551581	0.40872157
a29	0.8837136	0.022074653	0.055716064	0.028111368	0.01038422
a31	0.18302205	0.028234867	0.3839171	0.016630841	0.38819522
a0	0.77252036	0.02386366	0.16469222	0.016375294	0.022548413
a31	0.13635102	0.07315557	0.3294169	0.020935886	0.4401406
a13	0.38814995	0.033939105	0.39687824	0.047711693	0.13332099
a18	0.10731127	0.14835742	0.2746359	0.097784095	0.37191135
a41	0.057512376	0.31060135	0.27036777	0.22220384	0.1393147
a31	0.08750912	0.3417013	0.3297977	0.14797029	0.09302158
a18	0.12539773	0.18002422	0.20212813	0.3777821	0.11466785
a31	0.07845658	0.31104133	0.26476902	0.29093114	0.054801933
a46	0.10491059	0.19292073	0.16800292	0.42949104	0.104674734
a31	0.078309365	0.26416788	0.28783154	0.31668055	0.053010724
a0	0.07750391	0.18703835	0.1377746	0.4638276	0.1338555
a31	0.07985727	0.27035105	0.2748081	0.3170814	0.057902195
</S>	0.06234118	0.21797882	0.13473621	0.45777485	0.12716895
