 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
a31	0.0074878884	0.039999995	0.03307374	0.13365833	0.16519877	0.24529152	0.18733759	0.07650097	0.0602566	0.011650968	0.0029619508	0.01451381	0.019056657	0.00049886294	0.002512361
a46	0.056363653	0.8547288	0.007128781	0.04148258	0.015596817	0.010711146	0.0068644285	0.0059887404	9.5752286e-05	0.00022893651	5.121576e-05	0.00016484507	0.0001261185	0.0003727112	9.544586e-05
a31	0.0053355866	0.86600333	0.023584025	0.028821224	0.010155646	0.018429317	0.0066796043	0.001208812	0.03119591	0.00028025906	0.0052443817	0.0011991648	0.00081521115	0.00017906207	0.0008684542
a46	0.0013729833	0.8364006	0.06275691	0.026617894	0.0073394016	0.014237168	0.00951637	0.010285096	0.023436459	0.0038732311	0.0033232013	0.0005031841	0.00027444927	4.5570163e-05	1.7486138e-05
a8	0.030805476	0.29143116	0.029874953	0.04804931	0.016777342	0.0270687	0.0156029565	0.011159995	0.27198198	0.0041636047	0.07187586	0.037862953	0.073437974	0.019103456	0.050804324
a31	0.0046502748	0.13812509	0.5317516	0.017077256	0.01707252	0.012862358	0.010436828	0.009261334	0.088372484	0.011662838	0.054129574	0.02456228	0.040438928	0.0101490775	0.029447567
a28	0.005635237	0.43617225	0.35051504	0.111236274	0.017233698	0.0075176093	0.005121311	0.016612474	0.016755963	0.009242471	0.00558665	0.005134838	0.012333975	0.00085295533	4.9243976e-05
a8	0.028848106	0.3137556	0.16061145	0.11770841	0.058838572	0.02760969	0.021742532	0.021713978	0.06119212	0.01148129	0.024848139	0.050352164	0.05043228	0.029712964	0.021152718
a31	0.007995301	0.21342582	0.414045	0.036234718	0.027720032	0.016321523	0.014348182	0.013200918	0.07336988	0.012313789	0.038125955	0.039870054	0.04964895	0.018308181	0.025071712
a11	0.02243493	0.32164654	0.15118001	0.33149484	0.11458799	0.029126026	0.007754812	0.004256368	0.0015568056	0.0014432081	0.0015928627	0.0022770097	0.009368016	0.0011830165	9.756935e-05
a31	0.06854306	0.29472372	0.053000126	0.19921324	0.11951284	0.05718233	0.039037824	0.017996514	0.021376241	0.004348574	0.010212647	0.03567169	0.02704386	0.037254985	0.014882374
a11	0.028127167	0.23512976	0.14589323	0.32559407	0.18761632	0.041761577	0.01077451	0.0035840254	0.0016530748	0.001191283	0.0021583633	0.0030754125	0.011550766	0.0017307232	0.00015966255
a39	0.099129565	0.33114323	0.02863881	0.18051845	0.11386394	0.08350444	0.050862145	0.021141276	0.009669328	0.0016456546	0.0069136596	0.01744286	0.019495063	0.02637712	0.009654438
