 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.17363465	0.020059189	0.00079314824	0.0006934369	0.018328294	0.631668	0.15482332
a31	0.034188293	0.017187087	0.08199751	0.37569723	0.14295751	0.26557213	0.08240028
a29	0.004890188	0.029250624	0.0032131039	0.031591363	0.45032573	0.40463912	0.07608986
a24	0.007995441	0.0030204435	0.051995505	0.6090592	0.29061535	0.025149833	0.012164171
a18	0.00071912794	0.0018238088	0.08045614	0.27152163	0.55434054	0.07657757	0.0145611605
a31	0.001003306	0.002610867	0.08282065	0.24234632	0.546015	0.09198587	0.033217993
a13	0.0055533843	0.0071022096	0.14768584	0.33373436	0.30095804	0.20087534	0.0040907417
a11	0.0042231004	0.01743752	0.071602926	0.14126647	0.3316998	0.3437455	0.09002474
a8	0.0185842	0.043979593	0.07919717	0.114671014	0.20426066	0.3421538	0.19715361
a31	0.0018428764	0.007786939	0.08636441	0.20919023	0.3669639	0.23523839	0.092613265
a24	0.052184373	0.076701015	0.026558375	0.039676763	0.10720228	0.48055634	0.21712075
a31	0.09099098	0.08182776	0.059498552	0.06856658	0.09786405	0.24787566	0.35337642
a39	0.08126014	0.058869842	0.03014265	0.03700297	0.060304414	0.26541257	0.46700743
a20	0.15042569	0.123320475	0.05027158	0.055564433	0.072042726	0.20874742	0.33962765
a31	0.2210355	0.17003037	0.061465096	0.058129974	0.064135715	0.15032741	0.27487594
a20	0.19106348	0.26682624	0.036011342	0.032723412	0.026138538	0.18279105	0.264446
a31	0.34371346	0.2327612	0.07273565	0.057509016	0.039749112	0.080470346	0.1730612
a46	0.23307343	0.29773098	0.0497214	0.03883564	0.022357399	0.13274628	0.22553484
a31	0.31262064	0.22592376	0.08360431	0.071323805	0.052268174	0.08773748	0.16652188
a23	0.20978668	0.32460928	0.04788206	0.03969146	0.027132558	0.1264304	0.22446762
a31	0.22739317	0.18464275	0.08325041	0.08219361	0.07364416	0.11555376	0.23332217
a46	0.19936515	0.35031343	0.051753193	0.043859746	0.033002794	0.118575916	0.20312983
a8	0.29900506	0.25109115	0.07575636	0.06316089	0.054264378	0.08349857	0.17322357
a31	0.2847393	0.24780607	0.08496428	0.0734734	0.06538637	0.08453866	0.15909183
a38	0.26149642	0.2680292	0.058695327	0.047914866	0.045035128	0.12208425	0.19674475
a20	0.29157317	0.24768205	0.07217877	0.05911647	0.05414619	0.08811051	0.18719287
a31	0.28954676	0.2455646	0.065966874	0.052964736	0.05086375	0.09847162	0.19662167
a20	0.26831955	0.23373447	0.055412598	0.04572231	0.05214545	0.14343002	0.20123553
a31	0.30789495	0.27272207	0.076759465	0.056813795	0.047772348	0.0798757	0.15816158
</S>	0.20603012	0.28178063	0.070436895	0.059423544	0.04578279	0.12791383	0.20863217
