 	sto	e	cucino	</S>
a31	0.0008723128	0.0005559427	0.020887107	0.97768456
a20	0.0076574814	0.004563358	0.04489691	0.9428822
a31	0.009267348	0.0004730417	0.0017777721	0.9884819
a37	0.00538116	0.0064173182	0.14088477	0.84731674
a18	0.06420153	0.27059355	0.4574014	0.20780356
a31	0.14724116	0.57483923	0.22606592	0.051853683
a20	0.11294993	0.14419827	0.1289015	0.6139503
a31	0.2773665	0.3271263	0.06738296	0.32812425
a28	0.19703107	0.38365042	0.070629254	0.3486893
a33	0.39003873	0.43459544	0.067359455	0.10800638
a31	0.44400802	0.36366838	0.080333665	0.111989915
</S>	0.31230533	0.40750322	0.11332868	0.16686268
