 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.58173895	0.2732032	0.017547656	0.00156111	0.027490346	0.026825683	0.071633056
a31	0.028410908	0.024693383	0.09614439	0.47950542	0.1732148	0.07009632	0.12793477
a17	0.0004377738	0.013959718	0.025683735	0.048936274	0.66366893	0.22234641	0.024967117
a11	0.00035615388	0.002924514	0.024039024	0.7922249	0.13023475	0.027329138	0.022891585
a31	0.00035454694	0.0074583977	0.03144187	0.23939991	0.5887174	0.07384483	0.058783066
a20	0.00087275694	0.032837972	0.14796342	0.65065926	0.14057302	0.02632781	0.0007657034
a31	0.00027576016	0.0060526924	0.048999913	0.22383286	0.5883717	0.10821744	0.024249684
a37	0.0015419066	0.021389714	0.12630498	0.6421788	0.16461293	0.04122814	0.002743568
a24	0.00047867466	0.0030343554	0.039847165	0.15551375	0.37877682	0.3310613	0.09128799
a28	0.0015223004	0.005707911	0.062071662	0.13769546	0.20533358	0.2965739	0.29109514
a31	0.0029891971	0.008662572	0.030795481	0.09926504	0.20672911	0.32423583	0.32732278
a24	0.0021267587	0.003071237	0.020191869	0.110361636	0.20329064	0.27728087	0.38367698
a35	0.005446585	0.012773094	0.0688969	0.12741736	0.16673028	0.23570663	0.38302916
a31	0.009874535	0.011160326	0.027356194	0.09268543	0.18521686	0.28296062	0.39074606
a20	0.005001073	0.009245097	0.046239506	0.17683272	0.18717735	0.21279506	0.36270916
</S>	0.112987325	0.076725535	0.12086679	0.21380827	0.13329396	0.09864013	0.24367796
