 	mi	si	gonfiò	il	dito	</S>
a31	0.0046242727	0.0001110585	1.5453584e-06	7.2580995e-05	0.1369183	0.85827225
a11	0.0034895486	0.017298514	0.0032655932	0.03139908	0.93078154	0.01376573
a31	0.0029128836	0.017112484	0.2853732	0.35954463	0.3250279	0.010028817
a15	0.0076401755	0.016771127	0.13912672	0.34989285	0.4858425	0.00072657666
a31	0.0013958765	0.019032529	0.79015607	0.17871198	0.008309917	0.0023936164
a0	0.009035498	0.035969652	0.43551454	0.4900541	0.025393516	0.004032686
a46	0.019476643	0.051585704	0.26890472	0.5508397	0.104644865	0.004548271
a31	0.015560434	0.07442948	0.27836373	0.28989226	0.10023894	0.24151516
a18	0.06481572	0.10227292	0.21967232	0.31099358	0.19147483	0.110770635
a31	0.044226177	0.18892947	0.2476492	0.20905207	0.13161558	0.1785275
a24	0.09355184	0.21868974	0.22610343	0.18086015	0.12479236	0.1560025
a28	0.050798137	0.23754324	0.26106593	0.19306311	0.118232496	0.13929705
a13	0.20551917	0.3201208	0.15959057	0.12960227	0.10040325	0.08476389
a20	0.3468231	0.2786265	0.12258099	0.094973266	0.07952374	0.07747235
a17	0.36252812	0.2629359	0.11689673	0.090522066	0.076360665	0.0907565
a39	0.37588978	0.264842	0.11528545	0.08827145	0.07450845	0.08120292
a20	0.3797815	0.26676002	0.114430465	0.08647126	0.0723021	0.080254614
a31	0.37007737	0.2549904	0.11324869	0.088630885	0.07521159	0.09784103
a41	0.3439631	0.24424246	0.109060444	0.086981915	0.071077794	0.14467438
a8	0.39096743	0.28323653	0.1164533	0.0822737	0.06576268	0.061306443
a37	0.31536603	0.31015003	0.14090167	0.09718771	0.074981764	0.061412778
a8	0.37299383	0.29006597	0.12333555	0.083354056	0.062306304	0.067944326
</S>	0.32940587	0.30591244	0.13582811	0.09418324	0.073297955	0.061372414
