 	non	ho	cosa	è	da	mangiare	</S>
a31	0.019206787	0.0046972204	2.0476258e-05	5.775977e-05	0.001408082	0.013232558	0.96137714
a8	0.0021319978	0.01606649	0.060353797	0.020779213	0.021723742	0.6562471	0.22269775
a31	0.00018796857	0.0007989632	0.007390844	0.2515263	0.6813481	0.056906316	0.0018414662
a37	1.7131819e-05	0.00029485163	0.009646952	0.75638825	0.21985152	0.013114362	0.0006868774
a20	1.5053521e-05	0.0018543538	0.16862957	0.76621956	0.061229236	0.0017942325	0.0002579844
a31	3.2048683e-05	0.0034826992	0.18576965	0.6869169	0.11997954	0.003511799	0.0003074396
a17	0.0010349599	0.017145792	0.15349124	0.46402752	0.3330505	0.03050418	0.00074578065
a20	0.01163603	0.018999455	0.20950338	0.4600487	0.2513825	0.047927838	0.00050216547
a31	0.043619417	0.03587604	0.17605267	0.23308516	0.24065429	0.23384438	0.036868103
a39	0.088627465	0.07151185	0.16403073	0.15570574	0.16034836	0.1845873	0.17518859
a35	0.08975782	0.09125986	0.21923023	0.09827255	0.116519384	0.1898072	0.19515298
a39	0.36149386	0.20536768	0.13833463	0.075903706	0.07454542	0.07670327	0.06765143
a46	0.42161742	0.21591401	0.121811815	0.06203503	0.060478836	0.06244876	0.05569425
a35	0.40791044	0.23100434	0.1292376	0.06054715	0.05848296	0.060396403	0.052421182
a31	0.41377246	0.22645462	0.12655166	0.060261182	0.058499344	0.060825054	0.05363555
</S>	0.40324405	0.22098397	0.12972406	0.06034363	0.05980407	0.065278895	0.060621426
