 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.0014733265	0.00014127615	0.00704617	0.124701165	0.8663211	0.00019582701	2.9398812e-05	9.1773785e-05
a20	0.15002625	0.34552878	0.33951035	0.036416728	0.0070248353	0.104430504	0.015393865	0.001668656
a11	0.13808961	0.024789121	0.047306493	0.6538614	0.127586	0.002477004	0.002800869	0.0030894738
a10	0.12134695	0.58251595	0.041885346	0.09330108	0.03856694	0.065307066	0.023999456	0.033077236
a39	0.06963941	0.7828556	0.057552565	0.037939563	0.0065490543	0.035308264	0.006749267	0.003406384
a7	0.13677102	0.63090837	0.060655434	0.008873025	0.0042520934	0.11871455	0.030842628	0.008982953
a37	0.24399735	0.4320832	0.053240962	0.011921441	0.0023027451	0.19382536	0.05794815	0.0046807677
a8	0.25322726	0.33879802	0.06327236	0.013702724	0.002265911	0.20702212	0.10557614	0.016135473
a18	0.08150443	0.66814476	0.050538618	0.012046154	0.010336463	0.081013426	0.031219045	0.06519707
a46	0.2658432	0.23099636	0.05764372	0.055947307	0.0056886557	0.25317007	0.11311587	0.017594833
a31	0.22759035	0.1884068	0.052520946	0.049290515	0.0052337716	0.26870254	0.15900312	0.049251985
a18	0.1814622	0.20115097	0.05102615	0.1693693	0.017321875	0.26989254	0.104433	0.005343944
a24	0.16571203	0.11557271	0.06667361	0.0913973	0.01569309	0.25339156	0.20579028	0.08576947
a28	0.15395327	0.074791364	0.053789083	0.12199724	0.0679526	0.18635666	0.21622206	0.12493773
a31	0.13423802	0.07418901	0.039324753	0.15313426	0.06818921	0.24186753	0.19926354	0.089793704
a20	0.07782579	0.044465255	0.015731674	0.31535175	0.20354854	0.18141901	0.13199633	0.02966163
a31	0.20065664	0.057155844	0.039710943	0.12612027	0.09237175	0.13539945	0.20600519	0.14258
a3	0.10527261	0.01897378	0.015792828	0.39050162	0.31945637	0.0674331	0.06548418	0.017085468
a31	0.27777934	0.07764845	0.05576171	0.08692882	0.036187522	0.1012215	0.20635957	0.15811306
a20	0.08117828	0.020578196	0.011650757	0.34673458	0.299498	0.07462392	0.08624357	0.07949268
a31	0.2492494	0.050362892	0.037946507	0.12333634	0.103656955	0.08329912	0.17093273	0.1812161
</S>	0.11792236	0.038946044	0.012045102	0.26892284	0.22094676	0.070916586	0.11952627	0.15077408
