 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.006659041	0.9864522	0.00033699762	9.945768e-05	0.00022652562	0.0033394247	0.0028863293
a39	0.2157938	0.04993819	0.026080227	0.2412884	0.28834957	0.039033435	0.13951641
a31	0.000888459	0.8375584	0.008529194	0.030139608	0.08986405	0.030702071	0.002318189
a0	0.008834949	0.44897816	0.032838937	0.12173942	0.21664359	0.16732499	0.0036400694
a31	0.010764266	0.2215886	0.073784895	0.16310164	0.28587553	0.14791533	0.09696972
a13	0.11757498	0.21077572	0.03935864	0.10466395	0.16006263	0.33820206	0.02936203
a31	0.03316743	0.08998224	0.04733585	0.09576267	0.19466531	0.17779568	0.36129084
a37	0.26331592	0.0417855	0.051587187	0.117899925	0.14155225	0.18224233	0.20161693
a31	0.11403929	0.0064870976	0.015932765	0.061609175	0.10486273	0.07958986	0.6174791
a11	0.36101326	0.004249137	0.04771967	0.14398567	0.17135222	0.10098093	0.17069915
a39	0.078864664	0.006053857	0.038867276	0.14835092	0.28112352	0.13387902	0.31286076
a0	0.09797745	0.017358854	0.08743965	0.22945057	0.31305876	0.12380575	0.13090892
a41	0.16236448	0.03391428	0.1010886	0.22343203	0.2678889	0.11514509	0.096166596
a0	0.18231922	0.065979525	0.110766694	0.20237175	0.22939685	0.1086539	0.10051201
a20	0.19430463	0.19695984	0.10255709	0.1528338	0.17545457	0.098770894	0.07911918
a31	0.15989575	0.22514406	0.09414445	0.13847671	0.17058547	0.09963247	0.11212112
a30	0.0785843	0.2453036	0.09479112	0.13764143	0.20828098	0.12822865	0.10716991
a41	0.21231014	0.22013731	0.10574015	0.14804317	0.16484474	0.09638334	0.052541222
a31	0.19814426	0.22164245	0.10731286	0.15021011	0.16855687	0.09889745	0.055236027
</S>	0.13651453	0.22681634	0.10080226	0.14284405	0.1871882	0.11788979	0.08794477
