 	si	è	rotta	la	coppa	</S>
a31	9.333332e-06	5.1128634e-08	1.2995507e-07	8.009951e-06	0.012555916	0.9874265
a20	0.14470814	0.049770378	0.027685065	0.014372661	0.60533124	0.15813252
a19	0.011642985	0.025641235	0.0074397163	0.025650736	0.923342	0.006283349
a18	0.01311169	0.06139588	0.7789778	0.12573346	0.019048616	0.001732501
a27	0.006093311	0.052558925	0.68984073	0.21526131	0.034385983	0.001859658
a31	0.009046219	0.043954857	0.54089254	0.32439736	0.079729475	0.0019796772
a39	0.073764615	0.1168135	0.3037996	0.42061266	0.063046336	0.021963328
a31	0.18281649	0.13950215	0.2624561	0.33738938	0.045677584	0.03215837
a46	0.1995216	0.14454406	0.19403583	0.27020875	0.103646174	0.08804359
a31	0.1893568	0.19741626	0.25170246	0.23137908	0.06130257	0.068842866
a20	0.11896227	0.12237224	0.1527101	0.25251845	0.18332656	0.1701104
</S>	0.29985464	0.21717432	0.118827745	0.17763157	0.09436209	0.092149645
