 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.008567851	7.4149764e-05	0.00017932142	4.305282e-05	0.0015929743	0.95896745	0.030575221
a46	0.00087305205	0.014362964	0.79604846	0.08893465	0.054376125	0.035370838	0.01003392
a31	0.00012901699	0.00404331	0.3509895	0.066506095	0.15283403	0.41167393	0.013824091
a17	7.24716e-05	0.021090308	0.59713435	0.07988685	0.06051359	0.2401693	0.0011331494
a37	4.420654e-05	0.028129863	0.216914	0.30381092	0.0805329	0.36789602	0.0026721568
a31	0.0005279248	0.03994003	0.3763237	0.16619411	0.066960484	0.34734753	0.0027061745
a39	0.006097031	0.09246546	0.49645722	0.07972298	0.1259865	0.197601	0.0016699175
a31	0.0049108937	0.031911474	0.18523104	0.18673013	0.16161934	0.2744051	0.15519199
a37	0.036851298	0.11460905	0.22301076	0.118500225	0.21635608	0.24702138	0.043651126
a31	0.012537295	0.029292654	0.175195	0.12452294	0.17734705	0.095956646	0.38514847
a46	0.07581721	0.20715465	0.26844645	0.08973582	0.2575781	0.024457097	0.07681077
a31	0.045670252	0.072715886	0.28305066	0.10096987	0.2144593	0.009752623	0.2733815
a46	0.09772579	0.1750875	0.27978423	0.035508685	0.3394843	0.0009821097	0.07142738
</S>	0.09233169	0.114430755	0.34940922	0.07784665	0.23606253	0.0030999396	0.12681922
