 	sul	muro	vuole	uno	specchio	</S>
a31	0.2545594	0.057312332	0.006853356	0.022473048	0.5390153	0.119786605
a39	0.0036197435	0.03733441	0.10257534	0.63669556	0.13033438	0.0894405
a35	0.047931198	0.018676624	0.030512167	0.08849544	0.76740617	0.04697842
a31	0.060331114	0.0985211	0.21528387	0.15621331	0.45223424	0.017416345
a2	0.011645553	0.00614338	0.12586989	0.45548746	0.39571097	0.0051426706
a0	0.013853086	0.005853165	0.19212748	0.5384455	0.23408408	0.015636673
a20	0.0013081732	0.0069598416	0.087428816	0.09730014	0.02507705	0.781926
a18	0.049949992	0.15507653	0.29952168	0.19467361	0.06133557	0.23944259
a31	0.16323552	0.19189397	0.19824342	0.1322726	0.078075014	0.23627955
a0	0.09206801	0.17736489	0.10900925	0.065252125	0.21114329	0.34516236
a31	0.2842547	0.23492883	0.16354631	0.108772375	0.10877072	0.099727035
a46	0.106171526	0.14041612	0.13046773	0.08320729	0.28465807	0.2550792
a33	0.27185363	0.25994888	0.17301308	0.10919292	0.12061637	0.065375164
a8	0.27716094	0.2571792	0.17678213	0.11171498	0.108977765	0.068184964
a31	0.3418011	0.25265357	0.14561985	0.09387159	0.10846842	0.057585392
</S>	0.30211705	0.24976446	0.12137147	0.07633836	0.14197451	0.10843413
