 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.9106403	0.06048406	0.00032596214	0.004005484	0.007936604	0.008098082	0.008509474
a8	0.01177911	0.0926976	0.22266667	0.557976	0.03249805	0.07698178	0.005400672
a20	0.0006410679	0.0005792602	0.19885124	0.62439674	0.016875666	0.09116228	0.067493655
a8	1.7659455e-05	0.00043592157	0.56268585	0.026675168	0.22328243	0.16231832	0.024584677
a31	6.271262e-06	0.0004333008	0.46538803	0.01456527	0.3293945	0.1712805	0.018932128
a37	0.0011808013	0.017458396	0.16464593	0.109268785	0.3568028	0.34279504	0.007848258
a10	0.0023444039	0.046766747	0.14557028	0.037724636	0.52228457	0.21426259	0.031046774
a31	0.003084818	0.05626455	0.15265408	0.03356302	0.5450521	0.1901268	0.019254552
a21	0.003444119	0.04324	0.10000396	0.030388054	0.58309686	0.216031	0.02379601
a31	0.007414745	0.046520654	0.076921985	0.03315461	0.38325885	0.29440004	0.15832905
a10	0.0067475983	0.03557968	0.05927903	0.01968464	0.5189401	0.30138212	0.058386825
a17	0.011502979	0.054205824	0.075958915	0.029351203	0.3138816	0.33389527	0.18120429
a20	0.014005076	0.058362387	0.07480184	0.026291894	0.28474185	0.30862838	0.23316854
a31	0.012670169	0.07598825	0.11565099	0.017086102	0.32212985	0.37042284	0.08605179
a39	0.043275874	0.32343352	0.14337693	0.031835582	0.11621342	0.29168722	0.050177436
a31	0.12008529	0.2262409	0.12043601	0.067325264	0.07654649	0.18090178	0.20846424
a8	0.19709858	0.4965853	0.067248344	0.04629706	0.039464854	0.10746397	0.04584189
a39	0.097245924	0.2319976	0.14495073	0.08288554	0.12340115	0.14645419	0.1730649
a8	0.33365905	0.21140204	0.052651744	0.044153158	0.097627915	0.09565383	0.16485219
</S>	0.30445445	0.23894306	0.07569139	0.06132926	0.09999156	0.08572672	0.13386348
