 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.0011275999	0.00062642223	9.6795055e-05	1.7185335e-05	5.7825157e-05	0.00068492256	0.0008673654	0.99652183
a31	0.0020973333	0.0025241997	0.018578267	0.14032355	0.35738716	0.4368305	0.03544242	0.006816607
a14	0.0035870841	0.0017720795	0.013456525	0.029734485	0.5043878	0.43968365	0.002774629	0.0046037226
a37	0.0055334806	0.0024351494	0.02314431	0.23267092	0.49759644	0.21350513	0.019130219	0.0059843315
a10	0.0030053316	0.00031956093	0.0033295886	0.16300765	0.44788796	0.3780511	0.0012178263	0.0031809902
a31	0.0015398826	0.00070868485	0.007334342	0.09414488	0.37053722	0.52309024	0.0012381236	0.0014066112
a28	0.011276719	0.0027453671	0.011323577	0.22349584	0.39214903	0.34608284	0.0017782531	0.011148382
a31	0.015609393	0.020886282	0.0652449	0.13591333	0.23257627	0.4422075	0.06734809	0.020214219
a42	0.093820155	0.04638671	0.06333675	0.22817798	0.29497465	0.25733396	0.008719346	0.007250381
a23	0.01445604	0.010508542	0.013540956	0.047544222	0.088998124	0.1269334	0.6133537	0.08466496
a8	0.091604106	0.061023116	0.0721611	0.1558702	0.1806878	0.097909965	0.16541328	0.17533049
</S>	0.1756211	0.14058629	0.13302574	0.11085436	0.11553994	0.07721409	0.1695099	0.077648595
