 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	2.1728054e-05	0.0011401488	0.00059162104	0.00046763913	0.0007844032	0.0007907363	0.000793312	0.0001071248	0.0002900145	0.0007861376	0.0017524256	0.0035769052	0.02900936	0.69475824	0.009270075	0.003096345	0.0035698921	0.00032368238	0.0010185764	0.24233711	0.0055145808
a17	0.003227257	0.0029221782	0.008748975	0.010585695	0.003126086	0.0012462253	0.057162233	0.17062202	0.24761234	0.0965169	0.081665255	0.09944553	0.037781134	0.002394244	0.093206674	0.027483242	0.028805047	0.003812911	0.0032244972	0.018286342	0.0021251433
a31	0.0014920431	0.17281367	0.016354797	0.013239442	0.01832316	0.02234255	0.01466552	0.0058721215	0.020419413	0.03469536	0.109697565	0.07385417	0.28658092	0.10590044	0.021211397	0.011857329	0.010425607	0.00020890532	0.0053925356	0.047646426	0.007006587
a17	0.0036169284	0.008230932	0.00830553	0.021757087	0.00883064	0.009452825	0.011796463	0.023218814	0.02144524	0.036244646	0.059680033	0.03734549	0.043235224	0.053259008	0.34097192	0.17848118	0.10776585	0.01216989	0.01268134	0.0011767637	0.00033422702
a31	0.015122898	0.02314301	0.01913658	0.0062038153	0.014262103	0.009439818	0.0992726	0.032094263	0.09969403	0.047378577	0.08719865	0.05109784	0.046597227	0.012809802	0.13841158	0.10751712	0.07174723	0.0017987314	0.06483046	0.03608857	0.016155085
a34	0.008205207	0.003997739	0.003953154	0.02046498	0.010826763	0.014161408	0.03220683	0.03169572	0.0447628	0.030652301	0.042253524	0.02914113	0.007947997	0.004168718	0.27269363	0.18927652	0.13833815	0.08560628	0.02686343	0.0024609752	0.0003227706
a1	0.014232159	0.02176062	0.014365221	0.0245927	0.025566997	0.021491293	0.06836142	0.028158076	0.06362542	0.048795123	0.08732309	0.04960751	0.024046209	0.003186998	0.23683761	0.14536501	0.08490994	0.017126298	0.014718679	0.005596029	0.00033353968
a35	0.010821925	0.006124817	0.0090789525	0.0041524554	0.0072649145	0.004000078	0.25716805	0.04788912	0.15140668	0.029416816	0.05097012	0.030197183	0.01193044	0.0010057562	0.15893424	0.088298984	0.065864876	0.009163075	0.019442216	0.024976945	0.011892328
a31	0.00518583	0.0027631868	0.005697736	0.0016665237	0.0024144724	0.00136158	0.19745103	0.038547907	0.08135384	0.008650575	0.013867032	0.008274834	0.009982536	0.0012405642	0.21702221	0.1068261	0.06662297	0.013353803	0.052928768	0.043898407	0.12089016
a20	0.003579845	0.0018324594	0.0060462765	0.007444342	0.0073026675	0.0066858623	0.29396078	0.04980307	0.12406091	0.028558834	0.04357033	0.026155075	0.008134998	0.0011304903	0.15167229	0.07543124	0.06579412	0.063126646	0.02132247	0.013705279	0.000681969
a17	0.005223291	0.0027004199	0.0059720157	0.0018221195	0.0028224876	0.0017448827	0.25103176	0.049937077	0.1292647	0.01454053	0.024357194	0.015619108	0.015289075	0.0020041747	0.14343381	0.08740716	0.06888937	0.0076131113	0.058549013	0.07543337	0.036345348
