 	forse	stanno	ancora	svegli	</S>
a31	0.0011749786	0.0015472592	0.002000548	0.94495827	0.050318986
a10	0.12507355	0.015414718	0.062492806	0.6008938	0.19612516
a20	0.0022169817	0.0039437125	0.007728041	0.18430345	0.8018078
a31	0.014540026	0.023551866	0.10272709	0.3775781	0.48160288
a18	0.004332283	0.038857877	0.28374007	0.6623423	0.010727464
a31	0.056692686	0.045608927	0.3579816	0.5001769	0.03953992
a35	0.0033452068	0.121631525	0.34818536	0.41204157	0.11479635
a31	0.03464335	0.041025825	0.22365943	0.26482564	0.43584573
a10	0.011939751	0.18918692	0.37152722	0.24516204	0.18218409
a20	0.044607844	0.08061168	0.25055364	0.1954711	0.4287557
a29	0.077505484	0.15782374	0.2744571	0.15970026	0.33051336
a20	0.118904345	0.15742174	0.22534317	0.13043007	0.3679007
a31	0.17440291	0.1238288	0.213231	0.14280471	0.34573266
a28	0.19183595	0.11862597	0.26634344	0.21469246	0.20850223
a8	0.24060184	0.26342964	0.2606001	0.12105768	0.11431077
a21	0.20764494	0.24443509	0.27573517	0.12657179	0.14561294
</S>	0.32991755	0.16248396	0.20305015	0.11954315	0.18500519
