 	un	forno	che	fa	buon	pane	</S>
a31	0.011356357	0.010738466	0.0068886424	0.0026987502	0.019871602	0.031670954	0.9167752
a20	0.26739267	0.38604107	0.14308348	0.17422718	0.017256191	0.0019105972	0.010088761
a28	0.36557806	0.22328782	0.06559052	0.025521776	0.019763716	0.28665447	0.013603649
a31	0.076712765	0.14735124	0.088810876	0.17949027	0.021781992	0.4797146	0.0061382353
a18	0.43548992	0.1236805	0.2293467	0.12842678	0.0032508927	0.07736002	0.0024452775
a13	0.33667088	0.11657114	0.42669567	0.09350172	0.012529315	0.012808764	0.0012224277
a39	0.3626884	0.15820463	0.43184486	0.03862276	0.0025139488	0.00432092	0.0018045029
a20	0.30802396	0.25365308	0.37749603	0.053819936	0.0018750746	0.003690729	0.0014411686
a31	0.22360949	0.396528	0.2633769	0.10739732	0.0022528528	0.005070089	0.0017653694
a20	0.31392857	0.29744053	0.26856908	0.10346709	0.00048481097	0.013768877	0.0023410337
a39	0.24217144	0.33884454	0.25040743	0.15221678	0.009408507	0.00461065	0.002340663
a18	0.24436136	0.2943448	0.24244863	0.1720514	0.03392827	0.008236663	0.004628958
a39	0.24016097	0.27909046	0.23631816	0.17520455	0.051932905	0.010647383	0.0066455733
a46	0.21943104	0.26639014	0.21482024	0.18771043	0.087538555	0.016135504	0.007974076
a38	0.22801019	0.25907555	0.22137095	0.18111001	0.08454782	0.013849757	0.0120357005
a39	0.25071207	0.30238593	0.26634055	0.14122729	0.020725723	0.00421854	0.014389873
a31	0.16244583	0.19095252	0.15238385	0.19475289	0.24435407	0.037244894	0.017865865
a18	0.08002332	0.16487662	0.08057438	0.27829155	0.24691032	0.14026165	0.009062102
a31	0.16323756	0.1461927	0.11785447	0.14797269	0.28336114	0.07812948	0.06325199
a41	0.07514058	0.09979928	0.050736006	0.13899697	0.3232066	0.25152448	0.06059601
a35	0.18777083	0.16012073	0.07106439	0.10204173	0.29526302	0.09521936	0.08851988
a31	0.19682029	0.15013564	0.08628408	0.10714924	0.26773098	0.096229866	0.095649965
a28	0.07022825	0.109698996	0.026352728	0.07735355	0.41535458	0.15722829	0.14378355
a27	0.20987181	0.15879318	0.06689419	0.09094598	0.29329124	0.09062253	0.089581095
a13	0.24369024	0.1805768	0.076724134	0.09506894	0.2550454	0.08042154	0.068472974
a46	0.2367873	0.17547572	0.082388416	0.099855736	0.25476792	0.08078563	0.06993921
a24	0.24806203	0.18613997	0.08402429	0.101968855	0.2560853	0.07026694	0.053452704
a39	0.23597382	0.1780789	0.0795043	0.09924826	0.2689909	0.07571234	0.062491547
a31	0.1709295	0.13860549	0.07544076	0.1077414	0.3310766	0.090978965	0.085227214
a11	0.09611852	0.08283264	0.051081765	0.13540207	0.34765854	0.1568859	0.13002057
a31	0.21877031	0.16220585	0.07219386	0.0931619	0.28352106	0.08656359	0.08358341
a21	0.09644668	0.09424124	0.032495745	0.09970295	0.41917625	0.13727094	0.120666124
</S>	0.19819853	0.15160856	0.05906997	0.086352155	0.3272269	0.09050009	0.087043874
