 	io	non	ho	cosa	da	mangiare	</S>
a31	0.174189	0.0656068	0.044581555	0.0036677155	0.00685747	0.04498541	0.660112
a37	0.023744976	0.033939265	0.034273535	0.12921073	0.30131027	0.38640076	0.09112047
a31	0.037431866	0.002440102	0.010042251	0.08602874	0.3607611	0.46794966	0.0353463
a18	0.040089164	0.011843103	0.059524715	0.4735227	0.3391736	0.05994748	0.015899206
a31	0.022619348	0.00079604844	0.18313523	0.61553967	0.14875859	0.021831475	0.0073196264
a11	0.0032242776	0.00057975395	0.08891448	0.4105146	0.42253873	0.063945845	0.010282365
a37	0.038891707	0.0086681945	0.11960288	0.54339546	0.24938247	0.03890506	0.0011541147
a15	0.0699744	0.035597175	0.08350683	0.25423285	0.32841367	0.22107078	0.0072042905
a39	0.09537899	0.045189567	0.0527167	0.10073068	0.22126003	0.4138178	0.07090629
a31	0.23863257	0.151711	0.06309809	0.10944166	0.16523921	0.14823648	0.12364096
a39	0.13795668	0.069308534	0.064844616	0.1181747	0.2012003	0.24609391	0.16242129
a20	0.2808176	0.19624019	0.11244692	0.14017834	0.14435495	0.08117218	0.044789847
a24	0.29607138	0.23192413	0.099558875	0.12274269	0.12631209	0.073120005	0.050270796
a31	0.2812956	0.23040712	0.109198004	0.13041425	0.13152538	0.07418361	0.042975966
a46	0.17305824	0.15690462	0.06711454	0.13510606	0.20598385	0.15860556	0.10322709
a31	0.28342068	0.22526468	0.107896365	0.13069712	0.13246696	0.07476771	0.045486562
a3	0.13982241	0.15522219	0.06815076	0.12788531	0.2064369	0.18927534	0.11320701
a31	0.24821872	0.20558557	0.12503786	0.14645113	0.14716013	0.08554143	0.04200516
</S>	0.10204076	0.108103454	0.06589943	0.112236276	0.19554633	0.24681823	0.16935554
