 	che	consuma	poco	benzina	</S>
a31	4.1904554e-05	0.0007454485	2.4034944e-06	0.99911755	9.260669e-05
a41	0.015992925	0.50950205	0.048570797	0.4159085	0.010025751
a31	0.1047232	0.13881306	0.5753968	0.15047394	0.030593034
a28	0.01375407	0.038569886	0.94470274	0.0019216718	0.0010516039
a24	0.05599265	0.13768171	0.8051935	0.00023713078	0.0008950814
a31	0.03088224	0.36829942	0.59970874	0.00040709096	0.00070258393
a11	0.069428295	0.32186213	0.56819874	0.03200725	0.008503681
a31	0.07215232	0.34914297	0.25896364	0.2900897	0.029651321
a46	0.0434497	0.1741195	0.12585664	0.5756494	0.080924764
a31	0.01991584	0.0963764	0.04906246	0.62039137	0.21425395
</S>	0.038985796	0.16004875	0.09547382	0.45570952	0.24978206
