 	avete	fatto	già	le	verdure	</S>
a6	0.17868091	0.17724544	0.31569856	0.19131877	0.011023418	0.12603295
a46	0.0499901	0.02391945	0.2865101	0.47921687	0.08933772	0.07102574
a21	0.045373127	0.006476334	0.059410658	0.13138507	0.1538276	0.6035272
a20	0.013848374	0.0016161803	0.10976032	0.17812596	0.6154299	0.08121927
a24	0.032538127	0.011110234	0.158592	0.24688032	0.5421651	0.008714246
a31	0.13989599	0.13535592	0.12840517	0.29983038	0.1818251	0.114687465
a14	0.13464828	0.022848342	0.22951587	0.34769046	0.24043654	0.024860535
a41	0.18342161	0.15163496	0.13172765	0.28590018	0.14866066	0.09865493
a37	0.18696472	0.15065736	0.11240237	0.24638471	0.14655085	0.15704
a31	0.20589532	0.16856882	0.12660864	0.2707868	0.14370081	0.08443965
a6	0.18026583	0.11036572	0.20334317	0.30470222	0.142097	0.059226032
a46	0.20042227	0.12855755	0.094052024	0.17883308	0.15200572	0.24612941
a31	0.21541473	0.12866192	0.089927286	0.16028275	0.14232479	0.2633885
a17	0.2776462	0.089053564	0.14846797	0.22847007	0.17690192	0.07946023
a20	0.24024329	0.08510264	0.08592566	0.1355808	0.14531858	0.30782902
a31	0.2624118	0.09446204	0.08796806	0.13125114	0.13661502	0.2872919
a17	0.3019768	0.026146116	0.1587583	0.21477498	0.1955485	0.102795355
a20	0.27781555	0.055840407	0.091716126	0.11903909	0.11541428	0.3401745
a31	0.3101628	0.09222414	0.084358566	0.10930394	0.102377646	0.30157286
a20	0.29922473	0.038930338	0.14059171	0.1869239	0.15368581	0.18064353
a17	0.36728808	0.070896454	0.0904665	0.10303653	0.079184905	0.2891275
a31	0.36675864	0.11970304	0.081354335	0.09540282	0.070288904	0.26649225
a23	0.25525853	0.12461966	0.092075266	0.1143221	0.071714036	0.34201044
a31	0.38256449	0.15700506	0.080660045	0.09332506	0.05919285	0.22725242
a8	0.22302808	0.20057228	0.09958141	0.10778085	0.04056425	0.32847315
a31	0.3804104	0.15794535	0.09432175	0.10624883	0.05293353	0.2081402
a28	0.24189305	0.18751216	0.13992834	0.14381334	0.03957829	0.24727492
a21	0.41367477	0.1497988	0.09131482	0.1014036	0.050664075	0.19314395
a31	0.40707636	0.21216427	0.07558518	0.084290646	0.046257727	0.1746258
</S>	0.34844765	0.21656497	0.07872961	0.101429574	0.054631222	0.20019706
