 	il	ladro	è	entrato	da	qui	</S>
a31	0.20282248	0.0063065626	0.00031874387	0.026611876	0.0799123	0.6028063	0.08122177
a17	0.0018725278	0.0076712375	0.025811955	0.34495923	0.2386179	0.33042675	0.050640456
a37	0.0072562704	0.021044947	0.01747919	0.44472966	0.4132776	0.07166239	0.024550105
a35	0.0001704905	0.011599817	0.0628911	0.73800397	0.17687602	0.006650399	0.0038080523
a18	0.00013314499	0.004577846	0.162584	0.45084122	0.36112693	0.017055916	0.0036807992
a31	0.0009948643	0.008144008	0.12298709	0.23949528	0.51387525	0.10663397	0.007869541
a24	0.0036297545	0.037612773	0.12773332	0.123816125	0.52929956	0.1680769	0.009831567
a31	0.013615834	0.055715613	0.06338261	0.07965427	0.20705839	0.38433987	0.19623345
a16	0.033137042	0.2152826	0.052623406	0.053094532	0.101362325	0.41100278	0.13349721
a31	0.02045877	0.106740706	0.068375185	0.07912561	0.14525972	0.3558319	0.22420815
a46	0.059423193	0.51348984	0.068709485	0.06617615	0.07335966	0.1736288	0.045212906
a31	0.047260888	0.2194339	0.08187472	0.08858747	0.115589224	0.24646454	0.20078935
a46	0.09473388	0.6058127	0.050464347	0.040914457	0.044289734	0.1100856	0.053699244
a31	0.13049345	0.32477263	0.078793555	0.07348024	0.085404724	0.1565581	0.15049729
a35	0.11140133	0.558675	0.03752131	0.023663176	0.03160455	0.11926591	0.117868766
a31	0.20575453	0.32875532	0.068068415	0.059648413	0.06874807	0.13458858	0.13443668
a8	0.09474467	0.50704587	0.036332283	0.017279217	0.033366203	0.15759224	0.15363948
a31	0.20482756	0.36024478	0.07859121	0.05592512	0.06577861	0.127054	0.10757872
</S>	0.078561395	0.41625574	0.05889546	0.022297474	0.05371685	0.20117605	0.16909699
