 	la	pasta	vuole	sale	</S>
a8	0.5214433	0.007610246	0.0015026778	0.028022535	0.44142115
a31	0.27184868	0.28123876	0.0644923	0.22943796	0.15298228
a28	0.40425816	0.20470653	0.07925026	0.24698906	0.064796075
a20	0.015555141	0.22120956	0.5968035	0.15641353	0.010018267
a31	0.024821302	0.2883258	0.61821127	0.06684811	0.00179354
a11	0.123186626	0.2841731	0.5030188	0.08569643	0.003925048
a18	0.06526078	0.27483755	0.5002218	0.15125808	0.008421803
a15	0.05257914	0.23741408	0.40208024	0.26537436	0.042552277
a31	0.09702949	0.2333306	0.2947691	0.28571746	0.08915329
a20	0.10617276	0.18940738	0.21235858	0.17510971	0.31695154
a6	0.24061266	0.3098155	0.21347657	0.12989764	0.10619766
a20	0.39895552	0.26710224	0.16369854	0.0948275	0.07541613
a21	0.39612412	0.25087857	0.1570033	0.1024954	0.093498625
a20	0.40746343	0.24498768	0.15437894	0.10175042	0.09141958
a0	0.40580705	0.24372666	0.15162398	0.10109238	0.09774989
a31	0.4300465	0.26073888	0.15471178	0.08503401	0.069468826
a39	0.3857593	0.23895346	0.14594623	0.10552571	0.12381524
a31	0.42523977	0.27472463	0.16232592	0.07811631	0.05959348
a35	0.38481876	0.2786726	0.17215544	0.087481245	0.07687191
</S>	0.40693426	0.28820756	0.17739467	0.07653685	0.050926607
